workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,age_bin,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,batch
2914,event-spr,58,Less than monthly,NA,NC,Female,Kamala Harris,Yes,No,Some college,Yes,Independent,55-64,6723e525722d0347331aac3e,APPROVED,Not Applicable,2024-10-31T20:14:35Z,2024-10-31T20:20:01Z,2024-11-01T02:31:02Z,2024-10-31T20:20:12Z,326,COHS0MZY,2764,"English, Vietnamese",Independent,58,Female,Asian,Vietnam,United States,United States,Vietnamese,No,Other,pre
2890,spr-event,62,Daily,NA,MN,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,55-64,6723e1dbc3713b62652f97d8,APPROVED,Not Applicable,2024-10-31T20:00:32Z,2024-10-31T20:02:21Z,2024-11-01T02:30:17Z,2024-10-31T20:02:26Z,109,COHS0MZY,740,English,Republican,62,Male,White,United States,United States,United States,English,No,Full-Time,pre
1648,spr-event,45,NA,NA,MD,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,45-54,6723bf4f43f5c791965aa960,APPROVED,Not Applicable,2024-10-31T17:33:09Z,2024-10-31T17:35:18Z,2024-11-01T02:22:48Z,2024-10-31T17:37:02Z,129,COHS0MZY,542,English,Independent,45,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2655,event-spr,56,Daily,NA,NE,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,6723d114c16ffebdae57827e,APPROVED,Not Applicable,2024-10-31T18:49:01Z,2024-10-31T18:50:52Z,2024-11-01T02:18:05Z,2024-10-31T18:51:58Z,111,COHS0MZY,414,"English, Other",Republican,56,Female,Mixed,United States,United States,United States,English,No,Other,pre
1963,event-spr,39,NA,NA,NY,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,35-44,6723c569332abc93c3b8cc87,APPROVED,Not Applicable,2024-10-31T17:59:11Z,2024-10-31T18:00:58Z,2024-11-01T02:21:04Z,2024-10-31T18:01:25Z,108,COHS0MZY,3248,"English, Chinese",Independent,39,Male,Asian,China,United States,United States,Chinese,No,Unemployed (and job seeking),pre
2671,maze-event,56,Daily,NA,OH,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,55-64,6723d17249e036817c2c0c99,APPROVED,Not Applicable,2024-10-31T18:51:28Z,2024-10-31T18:55:09Z,2024-11-01T02:18:13Z,2024-10-31T18:55:10Z,221,COHS0MZY,973,English,Republican,56,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1660,spr-event,32,NA,NA,MO,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,25-34,6723bf75a1c12e19f3142e44,APPROVED,Not Applicable,2024-10-31T17:33:54Z,2024-10-31T17:35:52Z,2024-11-01T02:29:19Z,2024-10-31T17:37:21Z,118,COHS0MZY,1228,"English, Hindi",Democrat,32,Male,Asian,India,United States,United States,English,No,Full-Time,pre
2491,spr-event,55,Daily,NA,MI,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,55-64,6723cd06bc145711c50b6e4d,APPROVED,Not Applicable,2024-10-31T18:31:43Z,2024-10-31T18:35:19Z,2024-11-01T02:19:36Z,2024-10-31T18:35:21Z,216,COHS0MZY,202,English,Democrat,55,Female,White,United States,United States,United States,English,No,Part-Time,pre
2238,maze-event,49,NA,NA,CA,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,45-54,6723c94ab8c53b4a68706b36,APPROVED,Not Applicable,2024-10-31T18:15:47Z,2024-10-31T18:18:08Z,2024-11-01T02:29:50Z,2024-10-31T18:20:31Z,141,COHS0MZY,1932,English,Republican,49,Female,White,United States,United States,United States,English,No,Other,pre
2081,cloze-event,42,NA,NA,NH,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,35-44,6723c6e76d42021f5af3c1f1,APPROVED,Not Applicable,2024-10-31T18:05:31Z,2024-10-31T18:06:48Z,2024-11-01T02:21:46Z,2024-10-31T18:08:10Z,78,COHS0MZY,7180,English,Independent,42,Female,White,United Kingdom,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2260,spr-event,61,Daily,NA,FL,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,55-64,6723c942a0cdecfdb21754e3,APPROVED,Not Applicable,2024-10-31T18:17:10Z,2024-10-31T18:19:03Z,2024-11-01T02:30:36Z,2024-10-31T18:21:26Z,114,COHS0MZY,857,English,Independent,61,Female,Mixed,United States,United States,United States,English,No,Full-Time,pre
1970,spr-event,66,NA,NA,AZ,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,≥65,6723c583aa50df1612e81d7b,APPROVED,Not Applicable,2024-10-31T17:59:37Z,2024-10-31T18:01:06Z,2024-11-01T02:31:15Z,2024-10-31T18:01:26Z,89,COHS0MZY,5955,English,Democrat,66,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,pre
1986,maze-event,37,NA,NA,FL,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,35-44,6723c5aac85b4529c0c9b260,APPROVED,Not Applicable,2024-10-31T18:00:15Z,2024-10-31T18:03:31Z,2024-11-01T02:21:07Z,2024-10-31T18:03:33Z,196,COHS0MZY,149,English,Independent,37,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),pre
1437,spr-event,32,NA,NA,MO,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Democrat,25-34,6723b26ed256d5621cdde6ce,APPROVED,Not Applicable,2024-10-31T16:38:28Z,2024-10-31T16:40:38Z,2024-11-01T02:30:00Z,2024-10-31T16:40:39Z,130,COHS0MZY,533,English,Democrat,32,Female,White,United States,United States,United States,English,No,Full-Time,pre
2308,event-cloze,55,Daily,NA,NC,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,55-64,6723ca436d42021f5af3c2ea,APPROVED,Not Applicable,2024-10-31T18:19:53Z,2024-10-31T18:22:24Z,2024-11-01T02:17:45Z,2024-10-31T18:22:25Z,151,COHS0MZY,462,English,Republican,55,Female,White,United States,United States,United States,English,No,Part-Time,pre
2418,spr-event,32,Daily,NA,CA,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,25-34,6723cc1069a491c85147e052,APPROVED,Not Applicable,2024-10-31T18:27:38Z,2024-10-31T18:32:59Z,2024-11-01T02:25:34Z,2024-10-31T18:33:00Z,321,COHS0MZY,248,English,Republican,31,Female,Black,United States,United States,United States,English,Yes,Part-Time,pre
2873,event-spr,63,Daily,NA,AL,Female,Kamala Harris,Yes,Yes,Some college,Yes,Republican,55-64,6723e03cf75e0059420c6d3e,APPROVED,Not Applicable,2024-10-31T19:53:38Z,2024-10-31T19:55:42Z,2024-11-01T02:18:34Z,2024-10-31T19:57:20Z,124,COHS0MZY,733,English,Republican,63,Female,White,United States,United States,United States,English,No,Full-Time,pre
2062,maze-event,66,NA,NA,CA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,≥65,6723c6a94043f894e384a45d,APPROVED,Not Applicable,2024-10-31T18:04:31Z,2024-10-31T18:08:18Z,2024-11-01T02:20:17Z,2024-10-31T18:08:30Z,227,COHS0MZY,4680,English,Republican,67,Male,White,United States,United States,United States,English,No,Full-Time,pre
2768,event-spr,59,Daily,NA,KY,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,55-64,6723d5c6b175bdceddc42b3d,APPROVED,Not Applicable,2024-10-31T19:09:12Z,2024-10-31T19:11:12Z,2024-11-01T02:18:23Z,2024-10-31T19:11:35Z,120,COHS0MZY,4077,English,Republican,59,Female,Mixed,United States,United States,United States,English,No,Full-Time,pre
2417,cloze-event,27,Daily,NA,LA,Non-binary,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,25-34,6723cc186cee4b3b4afea09e,APPROVED,Not Applicable,2024-10-31T18:27:40Z,2024-10-31T18:29:07Z,2024-11-01T02:27:18Z,2024-10-31T18:29:51Z,88,COHS0MZY,3208,English,Independent,27,Female,White,United States,United States,United States,English,No,Full-Time,pre
1896,event-maze,64,NA,NA,IL,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,55-64,6723c46f9fdaae3f57149f97,APPROVED,Not Applicable,2024-10-31T17:55:02Z,2024-10-31T17:59:30Z,2024-11-01T02:26:00Z,2024-10-31T18:01:05Z,269,COHS0MZY,413,English,Independent,64,Male,White,United States,United States,United States,English,No,Full-Time,pre
1883,event-cloze,40,NA,NA,PA,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,35-44,6723c44225fae6caea5aa730,APPROVED,Not Applicable,2024-10-31T17:54:15Z,2024-10-31T17:55:34Z,2024-11-01T02:27:56Z,2024-10-31T17:58:32Z,79,COHS0MZY,957,English,Republican,40,Female,White,United States,United States,United States,English,No,Full-Time,pre
2810,spr-event,60,Daily,NA,NY,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Republican,55-64,6723d96d280c15db8074c5ca,APPROVED,Not Applicable,2024-10-31T19:24:36Z,2024-10-31T19:26:35Z,2024-11-01T02:30:15Z,2024-10-31T19:26:38Z,120,COHS0MZY,6199,English,Republican,60,Male,White,United States,United States,United States,English,No,Full-Time,pre
1917,spr-event,58,NA,NA,MO,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,6723c4d87f4933281dd3151a,APPROVED,Not Applicable,2024-10-31T17:56:46Z,2024-10-31T17:58:50Z,2024-11-01T02:20:12Z,2024-10-31T18:00:55Z,124,COHS0MZY,920,English,Republican,58,Male,White,United States,United States,United States,English,No,Full-Time,pre
1511,maze-event,59,NA,NA,AR,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,55-64,6723b97209c7f8324bbab0ab,APPROVED,Not Applicable,2024-10-31T17:08:08Z,2024-10-31T17:10:43Z,2024-11-01T02:25:50Z,2024-10-31T17:15:22Z,155,COHS0MZY,3159,English,Independent,59,Male,White,United States,United States,United States,English,No,Full-Time,pre
1461,maze-event,46,NA,NA,MO,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,45-54,6723b5542fef7ca334bb0475,APPROVED,Not Applicable,2024-10-31T16:50:35Z,2024-10-31T16:53:43Z,2024-11-01T02:24:19Z,2024-10-31T16:53:46Z,188,COHS0MZY,407,English,Democrat,46,Female,White,United States,United States,United States,English,No,Full-Time,pre
2053,spr-event,26,NA,NA,IA,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,25-34,6723c6892197813880ae7adf,APPROVED,Not Applicable,2024-10-31T18:03:59Z,2024-10-31T18:05:10Z,2024-11-01T02:25:27Z,2024-10-31T18:07:39Z,71,COHS0MZY,824,"English, Spanish",Republican,26,Female,White,United States,United States,United States,English,No,Full-Time,pre
1720,cloze-event,70,NA,NA,GA,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,≥65,6723c0fd81324094b27fb498,APPROVED,Not Applicable,2024-10-31T17:40:20Z,2024-10-31T17:42:36Z,2024-11-01T02:20:10Z,2024-10-31T17:45:27Z,136,COHS0MZY,6803,English,Republican,70,Male,White,United States,United States,United States,English,No,Part-Time,pre
2545,spr-event,45,Daily,NA,GA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,45-54,6723cdf34151b516ce3c9291,APPROVED,Not Applicable,2024-10-31T18:35:41Z,2024-10-31T18:40:51Z,2024-11-01T02:28:30Z,2024-10-31T18:41:14Z,311,COHS0MZY,152,English,Independent,45,Female,Mixed,United States,United States,United States,English,No,Full-Time,pre
1738,spr-event,38,NA,NA,IL,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Democrat,35-44,6723c1562060a270cbd4dcef,APPROVED,Not Applicable,2024-10-31T17:41:51Z,2024-10-31T17:43:36Z,2024-11-01T02:23:40Z,2024-10-31T17:46:07Z,106,COHS0MZY,4829,English,Democrat,38,Female,White,United States,United States,United States,English,No,Full-Time,pre
2750,spr-event,65,Daily,NA,CA,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,≥65,6723d484dc462c01fea4a9f3,APPROVED,Not Applicable,2024-10-31T19:03:39Z,2024-10-31T19:05:40Z,2024-11-01T02:30:49Z,2024-10-31T19:05:41Z,121,COHS0MZY,303,English,Independent,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2560,event-maze,60,Daily,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723ce3eb175bdceddc42902,APPROVED,Not Applicable,2024-10-31T18:36:53Z,2024-10-31T18:40:35Z,2024-11-01T02:31:23Z,2024-10-31T18:41:09Z,223,COHS0MZY,6189,English,Democrat,60,Male,White,United States,United States,United States,English,No,Full-Time,pre
2603,event-maze,19,Daily,NA,IN,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,18-24,6723cf7de4d6e5bab2a4a827,APPROVED,Not Applicable,2024-10-31T18:42:10Z,2024-10-31T18:44:51Z,2024-11-01T02:28:59Z,2024-10-31T18:44:54Z,162,COHS0MZY,52,English,Independent,19,Female,White,United States,United States,United States,English,Yes,Part-Time,pre
1980,cloze-event,66,NA,NA,OH,Male,Donald Trump,Yes,Yes,Doctorate,Yes,Republican,≥65,6723c59fee48e21778f2cfc4,APPROVED,Not Applicable,2024-10-31T18:00:05Z,2024-10-31T18:01:31Z,2024-11-01T02:20:13Z,2024-10-31T18:01:36Z,87,COHS0MZY,4749,English,Republican,66,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2622,spr-event,60,Daily,NA,ME,NA,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,55-64,6723cfd5aaf6dc3c39316566,APPROVED,Not Applicable,2024-10-31T18:43:39Z,2024-10-31T18:45:54Z,2024-11-01T02:30:46Z,2024-10-31T18:46:52Z,136,COHS0MZY,1567,English,Independent,60,Female,Mixed,United States,United States,United States,English,No,Part-Time,pre
1544,event-spr,70,NA,NA,CT,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,≥65,6723bbe9548ec64b5cab9e53,APPROVED,Not Applicable,2024-10-31T17:18:38Z,2024-10-31T17:21:23Z,2024-11-01T02:30:31Z,2024-10-31T17:21:25Z,166,COHS0MZY,6012,English,Independent,70,Female,White,United States,United States,United States,English,No,Full-Time,pre
2420,cloze-event,26,Daily,NA,TX,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723cc1ec3d741810742d5b4,APPROVED,Not Applicable,2024-10-31T18:27:45Z,2024-10-31T18:28:42Z,2024-11-01T02:27:18Z,2024-10-31T18:29:30Z,57,COHS0MZY,990,"English, Tagalog-Filipino",Independent,26,Female,White,United States,United States,United States,English,Yes,Full-Time,pre
1723,spr-event,22,NA,NA,NY,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,18-24,6723c114871fd2847a69718a,APPROVED,Not Applicable,2024-10-31T17:40:41Z,2024-10-31T17:42:14Z,2024-11-01T02:27:30Z,2024-10-31T17:42:16Z,94,COHS0MZY,1198,"Chinese, English",Democrat,22,Female,Asian,United States,United States,United States,English,No,Part-Time,pre
2030,event-maze,37,NA,NA,CA,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,35-44,6723c62af0df5a35652f92de,APPROVED,Not Applicable,2024-10-31T18:02:26Z,2024-10-31T18:04:56Z,2024-11-01T02:23:50Z,2024-10-31T18:07:30Z,150,COHS0MZY,1610,"Chinese, English",Democrat,37,Female,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED,pre
1663,event-maze,19,NA,NA,LA,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Other,18-24,6723bf8eeba73535802d649a,APPROVED,Not Applicable,2024-10-31T17:34:11Z,2024-10-31T17:36:35Z,2024-11-01T02:28:34Z,2024-10-31T17:37:31Z,144,COHS0MZY,184,English,Independent,19,Male,White,United States,United States,United States,English,No,Other,pre
2478,spr-event,45,Daily,NA,NC,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,45-54,6723ccece5d313adf3ad3092,APPROVED,Not Applicable,2024-10-31T18:31:12Z,2024-10-31T18:33:16Z,2024-11-01T02:29:38Z,2024-10-31T18:33:17Z,125,COHS0MZY,1094,English,Republican,45,Male,White,United States,United States,United States,English,No,Full-Time,pre
1485,event-cloze,32,NA,NA,TX,Male,I don't care,Yes,Yes,2-year college degree,Yes,Independent,25-34,6723b70d8e91426d48bef490,APPROVED,Not Applicable,2024-10-31T16:57:56Z,2024-10-31T16:59:02Z,2024-11-01T02:26:28Z,2024-10-31T16:59:58Z,66,COHS0MZY,447,"English, Spanish",Independent,32,Male,Other,United States,United States,United States,Spanish,No,Full-Time,pre
1546,spr-event,43,NA,NA,VA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,35-44,6723bbf3fcc45933e363d684,APPROVED,Not Applicable,2024-10-31T17:18:48Z,2024-10-31T17:20:32Z,2024-11-01T02:20:44Z,2024-10-31T17:20:33Z,104,COHS0MZY,2872,English,Independent,43,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,pre
2805,maze-event,23,Weekly,NA,CA,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,18-24,6723d8d8ba40a889332c0f4d,APPROVED,Not Applicable,2024-10-31T19:22:04Z,2024-10-31T19:24:43Z,2024-11-01T02:29:02Z,2024-10-31T19:24:52Z,159,COHS0MZY,390,English,Independent,23,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
1402,maze-event,36,NA,NA,IL,Male,I don't care,Yes,Yes,Professional degree,Yes,Independent,35-44,6723aff69632cbf201330478,APPROVED,Not Applicable,2024-10-31T16:27:38Z,2024-10-31T16:30:48Z,2024-11-01T02:20:35Z,2024-10-31T16:30:49Z,190,COHS0MZY,2967,English,Independent,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,pre
2982,cloze-event,58,Daily,NA,AZ,Male,Kamala Harris,Yes,Yes,Some college,Yes,Republican,55-64,6724205ac3b85a1c001eca94,APPROVED,Not Applicable,2024-11-01T00:27:13Z,2024-11-01T00:29:00Z,2024-11-01T02:30:28Z,2024-11-01T00:29:26Z,107,COHS0MZY,292,English,Republican,58,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED,pre
2113,maze-event,55,NA,NA,CA,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,55-64,6723c7591a22d73cf1f9e854,APPROVED,Not Applicable,2024-10-31T18:07:27Z,2024-10-31T18:10:42Z,2024-11-01T02:19:07Z,2024-10-31T18:11:41Z,195,COHS0MZY,1827,English,Democrat,55,Female,White,United States,United States,United States,English,No,Full-Time,pre
1515,event-maze,53,NA,NA,NY,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,45-54,6723b99fa5cdf233c9d83a06,APPROVED,Not Applicable,2024-10-31T17:08:57Z,2024-10-31T17:12:51Z,2024-11-01T02:29:44Z,2024-10-31T17:15:47Z,235,COHS0MZY,6459,English,Republican,53,Female,White,United States,United States,United States,English,No,Part-Time,pre
1938,spr-event,49,NA,NA,FL,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,45-54,6723c518b8d172316bbef7be,APPROVED,Not Applicable,2024-10-31T17:57:51Z,2024-10-31T17:59:20Z,2024-11-01T02:23:57Z,2024-10-31T18:01:01Z,90,COHS0MZY,2630,English,Democrat,49,Male,White,United States,United States,United States,English,No,Part-Time,pre
1605,spr-event,66,NA,NA,RI,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,≥65,6723be0c1422cc6b6803bea2,APPROVED,Not Applicable,2024-10-31T17:27:48Z,2024-10-31T17:29:49Z,2024-11-01T02:25:52Z,2024-10-31T17:29:50Z,122,COHS0MZY,3555,English,Independent,66,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1997,event-spr,77,NA,NA,NY,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,≥65,6723c5b9fb8aa050c5a3cf6d,APPROVED,Not Applicable,2024-10-31T18:00:48Z,2024-10-31T18:02:32Z,2024-11-01T02:17:31Z,2024-10-31T18:02:33Z,105,COHS0MZY,75,English,Republican,77,Female,White,Germany,United States,United States,English,No,Other,pre
2147,maze-event,37,NA,NA,MI,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,35-44,6723c7d60daa6104c00b7081,APPROVED,Not Applicable,2024-10-31T18:09:32Z,2024-10-31T18:12:08Z,2024-11-01T02:27:58Z,2024-10-31T18:12:13Z,156,COHS0MZY,173,English,Republican,37,Female,White,United States,United States,United States,English,No,Part-Time,pre
2732,cloze-event,58,Daily,NA,MA,Male,Kamala Harris,Yes,No,Some college,Yes,Democrat,55-64,6723d3da5d2fcbde18629368,APPROVED,Not Applicable,2024-10-31T19:00:42Z,2024-10-31T19:05:41Z,2024-11-01T02:31:29Z,2024-10-31T19:05:42Z,299,COHS0MZY,4832,"English, Tagalog-Filipino",Democrat,58,Male,Asian,Philippines,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1755,cloze-event,47,NA,NA,VA,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,45-54,6723c1bd674d219d2b36057d,APPROVED,Not Applicable,2024-10-31T17:43:33Z,2024-10-31T17:44:38Z,2024-11-01T02:23:55Z,2024-10-31T17:46:31Z,66,COHS0MZY,6819,"English, German",Democrat,47,Male,White,Germany,United States,United States,German,No,Full-Time,pre
1453,spr-event,27,NA,NA,FL,Male,I don't care,Yes,Yes,4-year college degree,Yes,Independent,25-34,6723b3f676385d2578c94857,APPROVED,Not Applicable,2024-10-31T16:44:42Z,2024-10-31T16:46:16Z,2024-11-01T02:26:27Z,2024-10-31T16:47:40Z,95,COHS0MZY,965,English,Independent,27,Male,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking),pre
1570,cloze-event,31,NA,NA,VA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723bcf7e1c2470489149e06,APPROVED,Not Applicable,2024-10-31T17:23:07Z,2024-10-31T17:25:30Z,2024-11-01T02:29:17Z,2024-10-31T17:26:12Z,143,COHS0MZY,713,English,Democrat,31,Male,White,United States,United States,United States,English,No,Full-Time,pre
1547,spr-event,28,NA,NA,CA,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,25-34,6723bbf003672408e75889f6,APPROVED,Not Applicable,2024-10-31T17:18:46Z,2024-10-31T17:20:30Z,2024-11-01T02:25:05Z,2024-10-31T17:20:31Z,104,COHS0MZY,161,"English, Vietnamese",Republican,28,Male,Asian,United States,United States,United States,Vietnamese,DATA_EXPIRED,DATA_EXPIRED,pre
2675,spr-event,58,Daily,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723d0904df9a30bf66b17b5,APPROVED,Not Applicable,2024-10-31T18:51:55Z,2024-10-31T18:54:42Z,2024-11-01T02:19:47Z,2024-10-31T18:54:44Z,167,COHS0MZY,6844,"English, German",Democrat,58,Female,White,Germany,United States,United States,English,No,Full-Time,pre
1900,maze-event,47,NA,NA,GA,Male,I don't care,Yes,Yes,Professional degree,Yes,Independent,45-54,6723c47a6386d31870e81f26,APPROVED,Not Applicable,2024-10-31T17:55:15Z,2024-10-31T17:57:15Z,2024-11-01T02:22:23Z,2024-10-31T18:00:35Z,121,COHS0MZY,374,English,Independent,47,Male,White,United States,United States,United States,English,No,Full-Time,pre
1850,spr-event,25,NA,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723c3ab198bc6dec2ae57f1,APPROVED,Not Applicable,2024-10-31T17:51:44Z,2024-10-31T17:53:23Z,2024-11-01T02:23:13Z,2024-10-31T17:53:24Z,100,COHS0MZY,1294,"English, Japanese, Spanish",Democrat,25,Female,Other,United States,United States,United States,English,Yes,Unemployed (and job seeking),pre
1525,cloze-event,56,NA,NA,TX,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,55-64,6723bab775aa5e7d343787b1,APPROVED,Not Applicable,2024-10-31T17:13:31Z,2024-10-31T17:15:00Z,2024-11-01T02:20:08Z,2024-10-31T17:15:58Z,90,COHS0MZY,452,English,Republican,56,Male,White,United States,United States,United States,English,No,Part-Time,pre
1990,spr-event,27,NA,NA,NJ,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,25-34,6723c5aba42b44197e23d118,APPROVED,Not Applicable,2024-10-31T18:00:25Z,2024-10-31T18:01:35Z,2024-11-01T02:26:40Z,2024-10-31T18:01:37Z,70,COHS0MZY,215,"English, Italian",Independent,27,Male,White,United States,United States,United States,English,No,Full-Time,pre
1761,cloze-event,35,NA,NA,TX,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,35-44,6723c1dad21e7b80c4e2f2f8,APPROVED,Not Applicable,2024-10-31T17:43:59Z,2024-10-31T17:45:41Z,2024-11-01T02:23:27Z,2024-10-31T17:47:17Z,103,COHS0MZY,502,English,Democrat,35,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2171,maze-event,46,NA,NA,TX,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,45-54,6723c83774c85cc44d801017,APPROVED,Not Applicable,2024-10-31T18:11:09Z,2024-10-31T18:14:05Z,2024-11-01T02:29:49Z,2024-10-31T18:14:06Z,176,COHS0MZY,4683,English,Republican,46,Female,Mixed,United States,United States,United States,English,No,Full-Time,pre
2919,event-maze,61,Daily,NA,PA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,6723e5e8f41df7938734eed1,APPROVED,Not Applicable,2024-10-31T20:17:51Z,2024-10-31T20:21:03Z,2024-11-01T02:30:19Z,2024-10-31T20:21:15Z,192,COHS0MZY,53,English,Republican,61,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,pre
1523,event-spr,46,NA,NA,NJ,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,45-54,6723ba88cbb3e786f30b2542,APPROVED,Not Applicable,2024-10-31T17:12:50Z,2024-10-31T17:16:12Z,2024-11-01T02:29:27Z,2024-10-31T17:16:12Z,202,COHS0MZY,4311,English,Republican,46,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2144,event-maze,65,NA,NA,FL,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,≥65,6723c7bc12d35dc216835f8f,APPROVED,Not Applicable,2024-10-31T18:09:22Z,2024-10-31T18:14:36Z,2024-11-01T02:17:39Z,2024-10-31T18:14:37Z,315,COHS0MZY,598,English,Republican,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1686,event-maze,24,NA,NA,CA,Female,I don't care,Yes,Yes,4-year college degree,Yes,Independent,18-24,6723bee6a0cdecfdb217522f,APPROVED,Not Applicable,2024-10-31T17:31:28Z,2024-10-31T17:41:35Z,2024-11-01T02:28:53Z,2024-10-31T19:36:27Z,607,COHS0MZY,31,"Burmese, Croatian, Dutch, English, Italian",Independent,22,Female,Black,United States,United States,United States,English,Yes,Full-Time,pre
1930,cloze-event,38,NA,NA,NY,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,35-44,6723c507ae0936815a4f6949,APPROVED,Not Applicable,2024-10-31T17:57:31Z,2024-10-31T17:59:34Z,2024-11-01T02:21:39Z,2024-10-31T18:01:04Z,123,COHS0MZY,4688,English,Independent,38,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
