workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,age_bin,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,batch
2928,cloze-event,66,Daily,NA,TX,Female,I don't care,Yes,Yes,4-year college degree,Yes,Independent,≥65,6723e89789d01b200aea969f,APPROVED,Not Applicable,2024-10-31T20:29:28Z,2024-10-31T20:31:36Z,2024-11-01T02:31:03Z,2024-10-31T20:31:43Z,128,COHS0MZY,2229,English,Independent,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1721,event-maze,20,NA,NA,NY,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,18-24,6723c104853984bfc0745e6c,APPROVED,Not Applicable,2024-10-31T17:40:24Z,2024-10-31T17:42:54Z,2024-11-01T02:24:39Z,2024-10-31T17:45:53Z,150,COHS0MZY,1058,"English, Thai",Democrat,21,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking),pre
2623,event-maze,55,Daily,NA,NA,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,55-64,6723cfd0b4c0b63284ad31b3,APPROVED,Not Applicable,2024-10-31T18:43:38Z,2024-10-31T18:47:10Z,2024-11-01T02:30:46Z,2024-10-31T18:48:20Z,213,COHS0MZY,968,English,Independent,55,Female,White,United States,United States,United States,English,No,Full-Time,pre
2305,spr-event,38,Daily,NA,CA,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,35-44,6723ca3e61ca0d735f334aea,APPROVED,Not Applicable,2024-10-31T18:19:50Z,2024-10-31T18:21:29Z,2024-11-01T02:27:50Z,2024-10-31T18:21:49Z,100,COHS0MZY,645,English,Republican,38,Male,White,United States,United States,United States,English,No,Full-Time,pre
2229,spr-event,40,NA,NA,CA,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,35-44,6723c93a666a1a660e9032aa,APPROVED,Not Applicable,2024-10-31T18:15:27Z,2024-10-31T18:19:57Z,2024-11-01T02:21:53Z,2024-10-31T18:21:40Z,270,COHS0MZY,373,English,Independent,40,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2503,spr-event,46,Daily,NA,SC,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,45-54,6723cd3ef10cad079a105423,APPROVED,Not Applicable,2024-10-31T18:32:34Z,2024-10-31T18:34:58Z,2024-11-01T02:29:39Z,2024-10-31T18:35:02Z,144,COHS0MZY,754,English,Republican,46,Male,White,United States,United States,United States,English,No,Full-Time,pre
2593,cloze-event,66,Weekly,NA,CA,Female,Donald Trump,Yes,No,Professional degree,Yes,Independent,≥65,6723cf40711d8d6151d1322a,APPROVED,Not Applicable,2024-10-31T18:41:10Z,2024-10-31T18:43:40Z,2024-11-01T02:19:45Z,2024-10-31T18:43:41Z,151,COHS0MZY,6748,"English, Russian",Democrat,66,Female,White,Russian Federation,United States,United States,Russian,No,DATA_EXPIRED,pre
1467,spr-event,67,NA,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,≥65,6723b5b06156842bfe65ba6e,APPROVED,Not Applicable,2024-10-31T16:52:16Z,2024-10-31T16:55:09Z,2024-11-01T02:25:49Z,2024-10-31T16:55:12Z,173,COHS0MZY,8080,English,Independent,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2652,event-cloze,24,Daily,NA,TX,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,18-24,6723cf45aa50df1612e8203e,APPROVED,Not Applicable,2024-10-31T18:48:04Z,2024-10-31T19:01:55Z,2024-11-01T02:24:49Z,2024-10-31T19:02:54Z,832,COHS0MZY,467,English,Democrat,24,Male,Black,Nigeria,United States,United States,English,DATA_EXPIRED,Full-Time,pre
2880,cloze-event,61,Daily,NA,CT,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,55-64,6723e11f0ec5afe8a09daf80,APPROVED,Not Applicable,2024-10-31T19:57:26Z,2024-10-31T19:59:17Z,2024-11-01T02:30:58Z,2024-10-31T19:59:19Z,112,COHS0MZY,3712,English,Independent,61,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,pre
1839,event-cloze,22,NA,NA,CA,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,18-24,6723c360d21e7b80c4e2f35b,APPROVED,Not Applicable,2024-10-31T17:50:31Z,2024-10-31T17:51:39Z,2024-11-01T02:28:54Z,2024-10-31T17:51:42Z,68,COHS0MZY,732,English,Independent,22,Female,Asian,United States,United States,United States,English,Yes,Other,pre
2505,event-cloze,46,Daily,NA,PA,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,45-54,6723cd42a42b44197e23d301,APPROVED,Not Applicable,2024-10-31T18:32:41Z,2024-10-31T18:34:42Z,2024-11-01T02:29:39Z,2024-10-31T18:34:44Z,121,COHS0MZY,604,English,Republican,46,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1780,cloze-event,24,NA,NA,AZ,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,18-24,6723c236a4d08becf403c051,APPROVED,Not Applicable,2024-10-31T17:45:33Z,2024-10-31T17:47:27Z,2024-11-01T02:28:13Z,2024-10-31T17:48:34Z,114,COHS0MZY,2969,English,Republican,24,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2788,cloze-event,58,Daily,NA,NA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,55-64,6723d746a206c37d7f2915de,APPROVED,Not Applicable,2024-10-31T19:15:26Z,2024-10-31T19:17:59Z,2024-11-01T02:30:52Z,2024-10-31T19:18:00Z,153,COHS0MZY,300,English,Independent,58,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),pre
2365,event-cloze,29,Daily,NA,TX,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,25-34,6723cb2d80ad7abdb6a412f0,APPROVED,Not Applicable,2024-10-31T18:23:56Z,2024-10-31T18:25:11Z,2024-11-01T02:27:17Z,2024-10-31T18:25:12Z,75,COHS0MZY,167,English,Independent,29,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2818,event-spr,56,Daily,NA,VA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,55-64,6723da09043db29f1e95aae0,APPROVED,Not Applicable,2024-10-31T19:27:10Z,2024-10-31T19:29:20Z,2024-11-01T02:26:15Z,2024-10-31T19:29:23Z,130,COHS0MZY,2916,English,Independent,56,Male,White,United States,United States,United States,English,No,Full-Time,pre
2792,event-cloze,63,Daily,NA,WI,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,6723d7e75d2fcbde1862948d,APPROVED,Not Applicable,2024-10-31T19:18:05Z,2024-10-31T19:19:42Z,2024-11-01T02:18:25Z,2024-10-31T19:22:18Z,97,COHS0MZY,166,English,Republican,63,Female,White,United States,United States,United States,English,No,Part-Time,pre
2561,event-cloze,52,Daily,NA,IN,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,45-54,6723ce479b7a6948cef9c426,APPROVED,Not Applicable,2024-10-31T18:37:02Z,2024-10-31T18:38:23Z,2024-11-01T02:28:31Z,2024-10-31T18:40:38Z,81,COHS0MZY,725,English,Independent,52,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2244,cloze-event,61,NA,NA,WA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,55-64,6723c95b388f8c56e8ff75ef,APPROVED,Not Applicable,2024-10-31T18:16:02Z,2024-10-31T18:18:01Z,2024-11-01T02:30:36Z,2024-10-31T18:20:27Z,119,COHS0MZY,7435,English,Independent,61,Female,White,United States,United States,United States,English,No,Full-Time,pre
2614,spr-event,50,Daily,NA,OH,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,45-54,6723cf182ea51e1aca6ffe68,APPROVED,Not Applicable,2024-10-31T18:42:55Z,2024-10-31T18:46:24Z,2024-11-01T02:29:41Z,2024-10-31T18:47:38Z,209,COHS0MZY,1001,English,Republican,50,Male,White,United States,United States,United States,English,No,Full-Time,pre
2683,event-cloze,66,Daily,NA,MI,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,≥65,6723d203065eb73207bab665,APPROVED,Not Applicable,2024-10-31T18:52:58Z,2024-10-31T18:55:59Z,2024-11-01T02:18:15Z,2024-10-31T18:56:03Z,181,COHS0MZY,365,English,Republican,67,Female,White,United States,United States,United States,English,Yes,Full-Time,pre
1500,cloze-event,38,NA,NA,MD,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Other,35-44,6723b893df29a0dfe0627faa,APPROVED,Not Applicable,2024-10-31T17:04:24Z,2024-10-31T17:06:16Z,2024-11-01T02:23:32Z,2024-10-31T17:06:17Z,112,COHS0MZY,1147,"English, Chinese, Cantonese",Democrat,38,Female,Asian,United States,United States,United States,Cantonese,No,Part-Time,pre
2216,maze-event,61,NA,NA,SC,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,6723c80633a9584341952c6e,APPROVED,Not Applicable,2024-10-31T18:14:04Z,2024-10-31T18:17:59Z,2024-11-01T02:17:42Z,2024-10-31T18:20:22Z,236,COHS0MZY,7191,English,Republican,61,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2798,event-maze,55,Daily,NA,WA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723d8769d3fcd467e84ae02,APPROVED,Not Applicable,2024-10-31T19:20:29Z,2024-10-31T19:23:45Z,2024-11-01T02:25:40Z,2024-10-31T19:24:07Z,197,COHS0MZY,3896,English,Democrat,55,Male,White,United States,United States,United States,English,No,Full-Time,pre
2691,event-maze,60,Daily,NA,MI,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,55-64,6723d12bd55d81c115b4d31b,APPROVED,Not Applicable,2024-10-31T18:54:24Z,2024-10-31T19:00:19Z,2024-11-01T02:18:10Z,2024-10-31T19:00:48Z,355,COHS0MZY,251,English,Republican,61,Female,White,United States,United States,United States,English,Yes,Full-Time,pre
1867,cloze-event,47,NA,NA,NY,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,45-54,6723c3f055a0eb9dfdae7971,APPROVED,Not Applicable,2024-10-31T17:53:00Z,2024-10-31T17:54:58Z,2024-11-01T02:22:22Z,2024-10-31T17:57:41Z,119,COHS0MZY,6479,English,Independent,47,Male,White,United States,United States,United States,English,No,Full-Time,pre
2169,event-cloze,50,NA,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,45-54,6723c828324a97513b925dfd,APPROVED,Not Applicable,2024-10-31T18:11:00Z,2024-10-31T18:13:41Z,2024-11-01T02:22:55Z,2024-10-31T18:13:43Z,161,COHS0MZY,3564,English,Independent,50,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1808,event-cloze,34,NA,NA,MS,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,25-34,6723c2b95886eb1a6e29193f,APPROVED,Not Applicable,2024-10-31T17:47:46Z,2024-10-31T17:48:57Z,2024-11-01T02:23:06Z,2024-10-31T17:49:00Z,72,COHS0MZY,4050,English,Democrat,34,Female,White,United States,United States,United States,English,No,Full-Time,pre
1965,spr-event,54,NA,NA,PA,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Republican,45-54,6723c56e9234e46bd73c923f,APPROVED,Not Applicable,2024-10-31T17:59:15Z,2024-10-31T18:01:05Z,2024-11-01T02:29:31Z,2024-10-31T18:01:26Z,111,COHS0MZY,4064,English,Republican,54,Male,White,United States,United States,United States,English,No,Full-Time,pre
2143,event-cloze,73,NA,NA,CA,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,≥65,6723c7cb042681bb1ea6e213,APPROVED,Not Applicable,2024-10-31T18:09:24Z,2024-10-31T18:12:30Z,2024-11-01T02:17:39Z,2024-10-31T18:12:33Z,187,COHS0MZY,360,English,Republican,73,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1405,event-cloze,31,NA,NA,NY,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,25-34,6723b050e9c4d7497dd2554c,APPROVED,Not Applicable,2024-10-31T16:29:10Z,2024-10-31T16:31:05Z,2024-11-01T02:25:19Z,2024-10-31T16:31:07Z,115,COHS0MZY,3302,English,Republican,31,Female,White,United States,United States,United States,English,No,Full-Time,pre
2765,cloze-event,63,Daily,NA,OK,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723d58ad48b02b492b4cc8d,APPROVED,Not Applicable,2024-10-31T19:08:02Z,2024-10-31T19:09:28Z,2024-11-01T02:25:37Z,2024-10-31T19:09:30Z,87,COHS0MZY,5374,English,Democrat,63,Male,White,United States,United States,United States,English,No,Full-Time,pre
2083,event-cloze,43,NA,NA,IL,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,35-44,6723c6e1e3bfb1a065382931,APPROVED,Not Applicable,2024-10-31T18:05:40Z,2024-10-31T18:07:08Z,2024-11-01T02:23:51Z,2024-10-31T18:08:15Z,88,COHS0MZY,9969,English,Democrat,43,Female,White,United States,United States,United States,English,No,Other,pre
1418,event-spr,33,NA,NA,NY,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,25-34,6723b1153952d0acea58263d,APPROVED,Not Applicable,2024-10-31T16:32:28Z,2024-10-31T16:34:16Z,2024-11-01T02:25:00Z,2024-10-31T16:36:03Z,108,COHS0MZY,163,"English, Hebrew, Spanish, Chinese",Republican,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,pre
1766,cloze-event,26,NA,NA,CA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,25-34,6723c1fa711d8d6151d12cd6,APPROVED,Not Applicable,2024-10-31T17:44:31Z,2024-10-31T17:47:02Z,2024-11-01T02:29:22Z,2024-10-31T17:48:29Z,152,COHS0MZY,3580,English,Democrat,26,Male,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1996,spr-event,38,NA,NA,IA,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,35-44,6723c5b87223616a5c1432e9,APPROVED,Not Applicable,2024-10-31T18:00:35Z,2024-10-31T18:02:49Z,2024-11-01T02:23:46Z,2024-10-31T18:02:50Z,134,COHS0MZY,392,English,Democrat,38,Female,White,United States,United States,United States,English,No,Full-Time,pre
1526,cloze-event,28,NA,NA,OR,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723bacc4767944c8ca9cf40,APPROVED,Not Applicable,2024-10-31T17:13:53Z,2024-10-31T17:15:27Z,2024-11-01T02:26:28Z,2024-10-31T17:16:00Z,94,COHS0MZY,1924,English,Independent,28,Male,White,United States,United States,United States,English,No,Full-Time,pre
2627,cloze-event,55,Weekly,NA,OH,Female,I'd rather not say,Yes,Yes,Some college,Yes,Independent,55-64,6723cfdebcd4b3fad3005286,APPROVED,Not Applicable,2024-10-31T18:43:48Z,2024-10-31T18:46:50Z,2024-11-01T02:30:46Z,2024-10-31T18:48:05Z,183,COHS0MZY,91,"Czech, English",Independent,55,Female,White,United States,United States,United States,English,No,Full-Time,pre
2211,cloze-event,34,NA,NA,MS,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,25-34,6723c8d3e92e2a960deb4126,APPROVED,Not Applicable,2024-10-31T18:13:47Z,2024-10-31T18:15:00Z,2024-11-01T02:27:13Z,2024-10-31T18:15:02Z,73,COHS0MZY,3392,English,Independent,34,Female,White,United States,United States,United States,English,No,Full-Time,pre
1448,spr-event,45,NA,NA,WI,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,45-54,6723b33cbf4ba08a61750bd9,APPROVED,Not Applicable,2024-10-31T16:42:55Z,2024-10-31T16:44:22Z,2024-11-01T02:24:18Z,2024-10-31T16:44:22Z,87,COHS0MZY,3636,English,Democrat,45,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,pre
2857,spr-event,19,Weekly,NA,VA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,18-24,6723da406cf05e4364c2fa1a,APPROVED,Not Applicable,2024-10-31T19:35:01Z,2024-10-31T19:46:19Z,2024-11-01T02:28:50Z,2024-10-31T19:46:38Z,678,COHS0MZY,2092,English,Independent,19,Male,Asian,United States,United States,United States,English,Yes,Part-Time,pre
2711,maze-event,20,Weekly,NA,FL,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,18-24,6723d30c039f4f34ff47dc91,APPROVED,Not Applicable,2024-10-31T18:57:20Z,2024-10-31T19:00:28Z,2024-11-01T02:24:52Z,2024-10-31T19:01:18Z,188,COHS0MZY,100,English,Democrat,20,Male,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),pre
2920,event-spr,61,Daily,NA,MA,Male,Kamala Harris,Yes,Yes,Doctorate,Yes,Independent,55-64,6723e6a263339523835aa71e,APPROVED,Not Applicable,2024-10-31T20:20:55Z,2024-10-31T20:22:46Z,2024-11-01T02:26:22Z,2024-10-31T20:23:05Z,112,COHS0MZY,8528,English,Independent,61,Male,White,United States,United States,United States,English,No,Full-Time,pre
1762,cloze-event,54,NA,NA,FL,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,45-54,6723c1d86858a712f9161650,APPROVED,Not Applicable,2024-10-31T17:43:58Z,2024-10-31T17:45:29Z,2024-11-01T02:24:20Z,2024-10-31T17:47:04Z,91,COHS0MZY,709,English,Democrat,54,Female,White,United States,United States,United States,English,No,Other,pre
1875,event-spr,34,NA,NA,KY,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723c3fa578fd3d131e2f515,APPROVED,Not Applicable,2024-10-31T17:53:45Z,2024-10-31T17:55:11Z,2024-11-01T02:26:37Z,2024-10-31T17:58:00Z,87,COHS0MZY,3601,English,Independent,34,Male,White,United States,United States,United States,English,No,Full-Time,pre
2654,maze-event,20,Monthly,NA,CA,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,18-24,6723d1034b2628b68d4f6a1c,APPROVED,Not Applicable,2024-10-31T18:48:47Z,2024-10-31T18:52:39Z,2024-11-01T02:28:17Z,2024-10-31T18:52:40Z,232,COHS0MZY,16,English,Republican,20,Female,Black,United States,United States,United States,English,Yes,Part-Time,pre
2212,spr-event,35,NA,NA,TX,Male,I'd rather not say,Yes,Yes,4-year college degree,Yes,Independent,35-44,6723c8d75ebad7277ff02dfc,APPROVED,Not Applicable,2024-10-31T18:13:49Z,2024-10-31T18:15:18Z,2024-11-01T02:21:21Z,2024-10-31T18:15:19Z,90,COHS0MZY,596,English,Independent,35,Male,White,United States,United States,United States,English,No,Full-Time,pre
2844,event-cloze,57,Daily,NA,MA,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,55-64,6723dcd1b4c0b63284ad3646,APPROVED,Not Applicable,2024-10-31T19:39:02Z,2024-10-31T19:40:56Z,2024-11-01T02:30:56Z,2024-10-31T19:44:01Z,114,COHS0MZY,2669,English,Independent,56,Female,White,United States,United States,United States,English,No,Full-Time,pre
2269,spr-event,61,Daily,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723c9c5027ced186503c208,APPROVED,Not Applicable,2024-10-31T18:17:47Z,2024-10-31T18:19:44Z,2024-11-01T02:19:22Z,2024-10-31T18:21:37Z,117,COHS0MZY,734,English,Democrat,61,Female,White,United States,United States,United States,English,No,Part-Time,pre
1562,spr-event,50,NA,NA,TX,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Republican,45-54,6723bc7e8f0b8917d26d190e,APPROVED,Not Applicable,2024-10-31T17:21:49Z,2024-10-31T17:23:35Z,2024-11-01T02:29:29Z,2024-10-31T17:24:44Z,106,COHS0MZY,1904,English,Republican,50,Male,White,United States,United States,United States,English,No,Full-Time,pre
1905,event-spr,57,NA,NA,IA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,55-64,6723c49896a3e9521e75c831,APPROVED,Not Applicable,2024-10-31T17:55:40Z,2024-10-31T17:57:07Z,2024-11-01T02:30:34Z,2024-10-31T18:00:33Z,87,COHS0MZY,394,English,Independent,57,Female,White,United States,United States,United States,English,No,Full-Time,pre
2188,cloze-event,50,NA,NA,GA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,45-54,6723c87238ced1074920e4c4,APPROVED,Not Applicable,2024-10-31T18:12:10Z,2024-10-31T18:13:42Z,2024-11-01T02:22:56Z,2024-10-31T18:13:43Z,93,COHS0MZY,560,English,Independent,50,Female,White,United States,United States,United States,English,No,Full-Time,pre
2715,spr-event,65,Daily,NA,AZ,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,≥65,6723d3131d6bb9c60bec526a,APPROVED,Not Applicable,2024-10-31T18:57:41Z,2024-10-31T19:00:35Z,2024-11-01T02:19:52Z,2024-10-31T19:01:20Z,174,COHS0MZY,1047,English,Democrat,65,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
2508,spr-event,69,Daily,NA,FL,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,≥65,6723cd52cf5eb5ae178f4013,APPROVED,Not Applicable,2024-10-31T18:32:56Z,2024-10-31T18:35:17Z,2024-11-01T02:30:09Z,2024-10-31T18:35:19Z,141,COHS0MZY,6269,English,Republican,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1765,maze-event,27,NA,NA,UT,Female,Donald Trump,Yes,Yes,Some college,Yes,Independent,25-34,6723c1eb98c090c81eed79f2,APPROVED,Not Applicable,2024-10-31T17:44:16Z,2024-10-31T17:46:28Z,2024-11-01T02:27:03Z,2024-10-31T17:48:17Z,132,COHS0MZY,187,English,Independent,27,Female,White,United States,United States,United States,English,Yes,Part-Time,pre
2441,spr-event,69,Daily,NA,MA,Female,Donald Trump,Yes,Yes,Some college,Yes,Independent,≥65,6723cc100dbc946a27a9d186,APPROVED,Not Applicable,2024-10-31T18:29:03Z,2024-10-31T18:32:23Z,2024-11-01T02:30:39Z,2024-10-31T18:32:45Z,200,COHS0MZY,6207,English,Independent,69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1636,cloze-event,32,NA,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,25-34,6723bf1c81324094b27fb41d,APPROVED,Not Applicable,2024-10-31T17:32:18Z,2024-10-31T17:33:37Z,2024-11-01T02:29:18Z,2024-10-31T17:35:04Z,79,COHS0MZY,1085,English,Democrat,32,Male,White,United States,United States,United States,English,No,Full-Time,pre
2230,spr-event,52,NA,NA,MA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,45-54,6723c93daaf6dc3c393163d2,APPROVED,Not Applicable,2024-10-31T18:15:29Z,2024-10-31T18:16:57Z,2024-11-01T02:24:06Z,2024-10-31T18:19:13Z,88,COHS0MZY,1404,English,Democrat,52,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,pre
2951,event-cloze,23,Daily,NA,AZ,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,18-24,6723f4f1eb5c002953e28803,APPROVED,Not Applicable,2024-10-31T21:22:01Z,2024-10-31T21:22:57Z,2024-11-01T02:29:10Z,2024-10-31T21:24:23Z,57,COHS0MZY,130,English,Independent,23,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
1903,cloze-event,24,NA,NA,NC,Non-binary,Donald Trump,Yes,Yes,Some college,Yes,Republican,18-24,6723c4508c9030f4e9787077,APPROVED,Not Applicable,2024-10-31T17:55:21Z,2024-10-31T17:58:27Z,2024-11-01T02:28:15Z,2024-10-31T18:00:51Z,187,COHS0MZY,546,English,Republican,24,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,pre
2552,event-spr,51,Daily,NA,MI,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,45-54,6723ce1acbb3e786f30b2a60,APPROVED,Not Applicable,2024-10-31T18:36:19Z,2024-10-31T18:43:52Z,2024-11-01T02:28:30Z,2024-10-31T18:43:53Z,454,COHS0MZY,3777,English,Independent,51,Female,White,United States,United States,United States,English,No,Full-Time,pre
2527,cloze-event,65,Daily,NA,TN,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,≥65,6723cd7e2dd609799ea5f249,APPROVED,Not Applicable,2024-10-31T18:34:23Z,2024-10-31T18:36:07Z,2024-11-01T02:17:53Z,2024-10-31T18:36:09Z,105,COHS0MZY,7473,English,Republican,65,Female,White,United States,United States,United States,English,No,Part-Time,pre
1939,cloze-event,52,NA,NA,WA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,45-54,6723c51b07961c5054c00adb,APPROVED,Not Applicable,2024-10-31T17:57:54Z,2024-10-31T17:59:12Z,2024-11-01T02:24:30Z,2024-10-31T18:00:59Z,78,COHS0MZY,3306,English,Democrat,52,Female,White,United States,United States,United States,English,No,Full-Time,pre
1494,cloze-event,63,NA,NA,OH,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,55-64,6723b7c5548ec64b5cab9d5b,APPROVED,Not Applicable,2024-10-31T17:01:00Z,2024-10-31T17:02:28Z,2024-11-01T02:30:30Z,2024-10-31T17:04:38Z,89,COHS0MZY,8283,English,Independent,63,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",pre
2751,spr-event,57,Daily,NA,MI,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,55-64,6723d4986d1703839ba6e6b1,APPROVED,Not Applicable,2024-10-31T19:03:58Z,2024-10-31T19:07:59Z,2024-11-01T02:25:37Z,2024-10-31T19:08:00Z,241,COHS0MZY,679,English,Democrat,57,Male,White,United States,United States,United States,English,No,Part-Time,pre
2268,maze-event,43,Weekly,NA,VA,Male,I don't care,Yes,Yes,4-year college degree,Yes,Independent,35-44,6723c9c632c726c6528de545,APPROVED,Not Applicable,2024-10-31T18:17:47Z,2024-10-31T18:21:02Z,2024-11-01T02:21:22Z,2024-10-31T18:21:47Z,196,COHS0MZY,5404,English,Independent,43,Male,White,United States,United States,United States,English,No,Full-Time,pre
1925,event-cloze,53,NA,NA,IL,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,45-54,6723c4e8dc2f052fa4a4d23f,APPROVED,Not Applicable,2024-10-31T17:57:11Z,2024-10-31T17:58:43Z,2024-11-01T02:24:29Z,2024-10-31T18:00:54Z,92,COHS0MZY,1852,English,Democrat,53,Female,White,United States,United States,United States,English,No,Full-Time,pre
2189,event-cloze,33,NA,NA,MI,Female,I don't care,Yes,No,High school graduate,Yes,Democrat,25-34,6723c86962534ab5fed31720,APPROVED,Not Applicable,2024-10-31T18:12:19Z,2024-10-31T18:13:56Z,2024-11-01T02:27:12Z,2024-10-31T18:13:58Z,98,COHS0MZY,4475,English,Independent,33,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),pre
