workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,prolific_id,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1574,cloze-event,43,NA,NA,TN,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,66f5b599fbee3f58bb2aa316,6723bd37190f1b5731a4aa94,APPROVED,Not Applicable,2024-10-31T17:24:14Z,2024-10-31T17:26:04Z,2024-11-01T02:23:18Z,2024-10-31T17:26:21Z,111,COHS0MZY,227,English,Democrat,43,Male,White,United States,United States,United States,English,Yes,Full-Time
1834,maze-event,38,NA,NA,NY,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,5a4ffbc076d1c60001aa9438,6723c346f34c7a07951aaae9,APPROVED,Not Applicable,2024-10-31T17:50:04Z,2024-10-31T17:52:13Z,2024-11-01T02:23:43Z,2024-10-31T17:52:14Z,129,COHS0MZY,5979,English,Democrat,38,Female,White,United States,United States,United States,English,No,Full-Time
1769,spr-event,64,NA,NA,AZ,Male,Donald Trump,Yes,Yes,Doctorate,Yes,Republican,5dd3301ff3b7c233e991e522,6723c207aa50df1612e81b7f,APPROVED,Not Applicable,2024-10-31T17:44:46Z,2024-10-31T17:47:10Z,2024-11-01T02:20:10Z,2024-10-31T17:48:30Z,144,COHS0MZY,5414,English,Republican,64,Male,White,United States,United States,United States,English,No,Full-Time
1811,event-spr,69,NA,NA,DC,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,62c08fa6cab36e3a08790b49,6723c2a365f87b1ad3b0c399,APPROVED,Not Applicable,2024-10-31T17:48:04Z,2024-10-31T17:50:37Z,2024-11-01T02:31:11Z,2024-10-31T17:50:38Z,153,COHS0MZY,5557,English,Democrat,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2097,event-cloze,52,NA,NA,OH,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,60feb2be3bb57f04327c03f4,6723c710f837f6937a6ffa84,APPROVED,Not Applicable,2024-10-31T18:06:14Z,2024-10-31T18:07:49Z,2024-11-01T02:24:02Z,2024-10-31T18:08:25Z,96,COHS0MZY,5025,English,Democrat,52,Male,White,Australia,United States,United States,English,No,Full-Time
1708,spr-event,35,NA,NA,IL,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5dd3205a523df033442e19da,6723c09892726876d8c091c3,APPROVED,Not Applicable,2024-10-31T17:38:36Z,2024-10-31T17:40:11Z,2024-11-01T02:23:24Z,2024-10-31T17:40:12Z,95,COHS0MZY,7617,English,Democrat,35,Male,White,United States,United States,United States,English,No,Full-Time
2839,spr-event,56,Daily,NA,NH,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,638a3fd5992f01b81d0e1e93,6723dbe90f4e7b7c9e1aa739,APPROVED,Not Applicable,2024-10-31T19:35:11Z,2024-10-31T19:38:05Z,2024-11-01T02:25:42Z,2024-10-31T19:38:15Z,175,COHS0MZY,5583,English,Democrat,56,Male,White,United States,United States,United States,English,No,Full-Time
1503,spr-event,53,NA,NA,MA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,62d5b21d270815d0579d8c5c,6723b8b3c8c35a2c6457edd0,APPROVED,Not Applicable,2024-10-31T17:04:58Z,2024-10-31T17:06:42Z,2024-11-01T02:29:44Z,2024-10-31T17:06:43Z,105,COHS0MZY,5946,English,Republican,53,Female,White,United States,United States,United States,English,No,Full-Time
1764,cloze-event,37,NA,NA,OR,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,62b14f89e9222d3aab48489b,6723c1e165f87b1ad3b0c337,APPROVED,Not Applicable,2024-10-31T17:44:05Z,2024-10-31T17:45:49Z,2024-11-01T02:23:29Z,2024-10-31T17:47:29Z,104,COHS0MZY,2559,English,Democrat,37,Male,White,United States,United States,United States,English,No,Part-Time
2742,spr-event,65,Daily,NA,DE,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5bf8f34abdd6400001bd5e66,6723d439cf071e6a8820ef0a,APPROVED,Not Applicable,2024-10-31T19:02:22Z,2024-10-31T19:11:14Z,2024-11-01T02:25:36Z,2024-10-31T19:11:38Z,533,COHS0MZY,8985,English,Democrat,65,Male,White,United States,United States,United States,English,No,Full-Time
1531,maze-event,39,NA,NA,CA,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,5d094021c79e5a001a796b43,6723bb19b4c0b63284ad2c7f,APPROVED,Not Applicable,2024-10-31T17:15:12Z,2024-10-31T17:21:58Z,2024-11-01T02:27:39Z,2024-10-31T17:22:00Z,407,COHS0MZY,10392,English,Republican,39,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
1873,event-spr,26,NA,NA,OK,Female,I don't care,Yes,Yes,Professional degree,Yes,Republican,62b628e4351d179f1ff6cc59,6723c41cfd22a6d30e34f1d7,APPROVED,Not Applicable,2024-10-31T17:53:43Z,2024-10-31T17:54:53Z,2024-11-01T02:27:05Z,2024-10-31T17:57:29Z,70,COHS0MZY,1278,English,Independent,26,Female,Mixed,United States,United States,United States,English,Yes,Other
2887,spr-event,55,Daily,NA,CO,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Republican,668ec6d806bc125c6a6e71a5,6723e18a634f4e8548334cc4,APPROVED,Not Applicable,2024-10-31T19:59:12Z,2024-10-31T20:02:37Z,2024-11-01T02:18:35Z,2024-10-31T20:02:43Z,206,COHS0MZY,355,English,Republican,55,Female,White,United States,United States,United States,English,No,Other
2339,event-cloze,50,Daily,NA,AL,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5ce1f31a27efac0018821eed,6723cab390d9062fe1a5ec59,APPROVED,Not Applicable,2024-10-31T18:21:49Z,2024-10-31T18:24:37Z,2024-11-01T02:22:37Z,2024-10-31T18:24:37Z,168,COHS0MZY,7771,English,Independent,50,Male,White,United States,United States,United States,English,No,Full-Time
2440,maze-event,41,Daily,NA,IN,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,5d5b4ffc1a12e70018ca1268,6723cc6b5cda2f0f821045ba,APPROVED,Not Applicable,2024-10-31T18:29:04Z,2024-10-31T18:31:31Z,2024-11-01T02:28:04Z,2024-10-31T18:32:38Z,148,COHS0MZY,2789,English,Republican,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1519,spr-event,34,NA,NA,VA,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,5b31e49c975e260001e96e95,6723ba405eb829d85d3c905f,APPROVED,Not Applicable,2024-10-31T17:11:33Z,2024-10-31T17:13:51Z,2024-11-01T02:29:16Z,2024-10-31T17:15:55Z,139,COHS0MZY,281,English,Democrat,34,Male,Black,United States,United States,United States,English,No,Part-Time
2140,cloze-event,54,NA,NA,MI,Male,Kamala Harris,No,Yes,Some college,Yes,Democrat,5c0da14d656168000159da7a,6723c7bf593cedd39e8bde0c,APPROVED,Not Applicable,2024-10-31T18:09:12Z,2024-10-31T18:11:14Z,2024-11-01T02:24:02Z,2024-10-31T18:11:54Z,122,COHS0MZY,6003,English,Democrat,54,Male,White,United States,United States,United States,English,No,Full-Time
2746,cloze-event,64,Daily,NA,TX,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,66b507b30adc7f710172375e,6723d45140a09c02c0ebc88c,APPROVED,Not Applicable,2024-10-31T19:02:47Z,2024-10-31T19:05:41Z,2024-11-01T02:18:23Z,2024-10-31T19:05:43Z,174,COHS0MZY,451,English,Republican,64,Female,White,United States,United States,United States,English,No,Part-Time
2408,event-spr,22,Weekly,NA,FL,Female,Kamala Harris,Yes,Yes,Less than high school,Yes,Independent,6710086659e81bd14ea45da2,6723cbfbbefdcfed871096ed,APPROVED,Not Applicable,2024-10-31T18:27:15Z,2024-10-31T18:28:52Z,2024-11-01T02:28:58Z,2024-10-31T18:29:39Z,97,COHS0MZY,71,English,Independent,22,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
2452,event-spr,52,Daily,NA,GA,Male,I don't care,Yes,Yes,4-year college degree,Yes,None,6562177a48308eebbb6359ea,6723cc9c3cda977e1fc31ef5,APPROVED,Not Applicable,2024-10-31T18:29:56Z,2024-10-31T18:32:05Z,2024-11-01T02:22:39Z,2024-10-31T18:32:42Z,130,COHS0MZY,2221,English,Independent,52,Male,White,United States,United States,United States,English,No,Full-Time
2035,cloze-event,39,NA,NA,NH,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,66a9650441d2445c2d356b93,6723c64b04466037530c7b26,APPROVED,Not Applicable,2024-10-31T18:02:55Z,2024-10-31T18:04:14Z,2024-11-01T02:21:45Z,2024-10-31T18:04:16Z,79,COHS0MZY,361,English,Independent,39,Female,White,United States,United States,United States,English,Yes,Full-Time
2536,cloze-event,53,Daily,NA,AL,Female,I'd rather not say,Yes,Yes,Some college,Yes,Independent,5af09ff00eca060001b1379c,6723cd97e92e2a960deb4243,APPROVED,Not Applicable,2024-10-31T18:34:50Z,2024-10-31T18:37:23Z,2024-11-01T02:28:29Z,2024-10-31T18:37:25Z,153,COHS0MZY,3465,English,Independent,53,Female,Black,United States,United States,United States,English,No,Part-Time
2099,spr-event,28,NA,NA,MI,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,601c1f550370f34ec49ab0b6,6723c70a33a9584341952c31,APPROVED,Not Applicable,2024-10-31T18:06:19Z,2024-10-31T18:07:52Z,2024-11-01T02:26:45Z,2024-10-31T18:08:25Z,94,COHS0MZY,844,English,Independent,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
2436,event-spr,57,Daily,NA,MA,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,66cf3020b454346ee3518a72,6723cc63af2d95b2bdfe9f6d,APPROVED,Not Applicable,2024-10-31T18:28:58Z,2024-10-31T18:31:43Z,2024-11-01T02:30:40Z,2024-10-31T18:32:39Z,166,COHS0MZY,452,English,Independent,58,Female,White,United States,United States,United States,English,No,Full-Time
1894,spr-event,22,NA,NA,WA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,65fa95fafeda35caf378b6f9,6723c4652e6e89f44429191b,APPROVED,Not Applicable,2024-10-31T17:54:56Z,2024-10-31T17:56:39Z,2024-11-01T02:24:40Z,2024-10-31T18:00:22Z,104,COHS0MZY,1291,English,Democrat,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
2778,maze-event,58,Daily,NA,IL,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,6674748b74144acd6017355f,6723d6b4fe83b29f33d12d68,APPROVED,Not Applicable,2024-10-31T19:13:10Z,2024-10-31T19:16:56Z,2024-11-01T02:18:24Z,2024-10-31T19:16:58Z,226,COHS0MZY,681,English,Republican,58,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1604,event-cloze,61,NA,NA,FL,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,60e9e8092cfc1f464753dd71,6723bdf1ec0c98a1ff8de66f,APPROVED,Not Applicable,2024-10-31T17:27:21Z,2024-10-31T17:30:08Z,2024-11-01T02:31:07Z,2024-10-31T17:30:10Z,167,COHS0MZY,7011,English,Democrat,61,Male,White,United States,United States,United States,English,No,Full-Time
2386,spr-event,22,Weekly,NA,NE,Male,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,60836acad955b88bd4971a92,6723cb81c1661ed91b65560b,APPROVED,Not Applicable,2024-10-31T18:25:14Z,2024-10-31T18:27:12Z,2024-11-01T02:28:40Z,2024-10-31T18:27:48Z,118,COHS0MZY,929,English,Independent,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1654,spr-event,38,NA,NA,TX,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,65f24955e6ae4b70b05dd02c,6723bf5f2dd609799ea5ed2e,APPROVED,Not Applicable,2024-10-31T17:33:35Z,2024-10-31T17:35:38Z,2024-11-01T02:20:49Z,2024-10-31T17:37:14Z,123,COHS0MZY,1968,English,Independent,38,Male,Asian,United States,United States,United States,English,No,Full-Time
2380,event-cloze,25,Weekly,NA,FL,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,6720348f7c7b285f8dc00200,6723cb641b6b4097d1ed796d,APPROVED,Not Applicable,2024-10-31T18:24:44Z,2024-10-31T18:26:10Z,2024-11-01T02:27:17Z,2024-10-31T18:26:18Z,86,COHS0MZY,42,English,Independent,25,Female,Asian,United States,United States,United States,English,No,Part-Time
2298,event-spr,62,Daily,NA,NM,Non-binary,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,6619a6b7ce5da964c6d15b4d,6723ca2c544d9bf628b1efcc,APPROVED,Not Applicable,2024-10-31T18:19:28Z,2024-10-31T18:21:54Z,2024-11-01T02:19:23Z,2024-10-31T18:21:55Z,147,COHS0MZY,970,English,Democrat,62,Female,White,United States,United States,United States,English,No,Other
1622,event-cloze,44,NA,NA,FL,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,62dc24fa35bc6caa02048e3e,6723bea92a08a6d238ee138d,APPROVED,Not Applicable,2024-10-31T17:30:23Z,2024-10-31T17:31:42Z,2024-11-01T02:23:19Z,2024-10-31T17:34:19Z,80,COHS0MZY,5142,English,Democrat,44,Male,White,Japan,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1522,event-cloze,25,NA,NA,NY,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,663e4ea56a8f7e3390284e68,6723ba6f6cd67c22fe981a01,APPROVED,Not Applicable,2024-10-31T17:12:42Z,2024-10-31T17:13:49Z,2024-11-01T02:30:02Z,2024-10-31T17:15:54Z,68,COHS0MZY,753,English,Democrat,25,Female,White,United States,United States,United States,English,No,Full-Time
1466,event-maze,55,NA,NA,TX,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,6656a11fee2ded3ff1edbe31,6723b2587549ae9f8a55b2df,APPROVED,Not Applicable,2024-10-31T16:37:55Z,2024-10-31T16:56:36Z,2024-11-01T02:25:48Z,2024-10-31T16:56:40Z,1122,COHS0MZY,886,"English, Afrikaans",Independent,55,Male,Prefer not to say,DATA_EXPIRED,United States,United States,English,No,Full-Time
2850,spr-event,67,Daily,NA,ID,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,586372cae16d530001b345b8,6723dd553f521e1698737504,APPROVED,Not Applicable,2024-10-31T19:41:16Z,2024-10-31T19:44:24Z,2024-11-01T02:18:28Z,2024-10-31T19:46:32Z,189,COHS0MZY,7682,English,Republican,67,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1591,maze-event,42,NA,NA,MN,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Independent,6335b5fdc41e92fb73e7c2df,6723bdcc7f8da9edc71f108c,APPROVED,Not Applicable,2024-10-31T17:26:41Z,2024-10-31T17:28:36Z,2024-11-01T02:20:45Z,2024-10-31T17:28:36Z,115,COHS0MZY,4130,English,Independent,42,Male,White,United States,United States,United States,English,No,Full-Time
2980,event-maze,62,Weekly,NA,SC,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,665de165057136a924eda46a,672419e02ed001ae3f15b57b,APPROVED,Not Applicable,2024-11-01T00:00:01Z,2024-11-01T00:05:15Z,2024-11-01T02:30:28Z,2024-11-01T00:06:52Z,314,COHS0MZY,782,English,Republican,62,Male,White,United States,United States,United States,English,Yes,Full-Time
2316,cloze-event,47,Daily,NA,NC,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,60a2286e51973ae842a306ea,6723ca624efae1ffba6973f1,APPROVED,Not Applicable,2024-10-31T18:20:26Z,2024-10-31T18:21:38Z,2024-11-01T02:22:36Z,2024-10-31T18:21:49Z,73,COHS0MZY,8344,English,Independent,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2186,event-cloze,55,NA,NA,IL,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,66293ab7b323f5f7ce785c38,6723c8635b4ba22b990c7bef,APPROVED,Not Applicable,2024-10-31T18:12:13Z,2024-10-31T18:22:50Z,2024-11-01T02:19:09Z,2024-10-31T18:22:51Z,637,COHS0MZY,551,English,Democrat,55,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2653,cloze-event,66,Daily,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,6376b9ede4f5ca90df04d617,6723d110ae0936815a4f6c89,APPROVED,Not Applicable,2024-10-31T18:48:55Z,2024-10-31T18:50:54Z,2024-11-01T02:26:07Z,2024-10-31T18:51:58Z,119,COHS0MZY,4107,English,Independent,66,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2937,event-maze,55,Daily,NA,KS,Female,Donald Trump,Yes,Yes,Some college,Yes,Independent,660e0c2ea09eadd507d4af21,6723eb736cdfda1787f02e7a,APPROVED,Not Applicable,2024-10-31T20:41:28Z,2024-10-31T20:45:11Z,2024-11-01T02:31:05Z,2024-10-31T20:45:13Z,224,COHS0MZY,644,English,Independent,55,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1772,spr-event,48,NA,NA,OH,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,57f2da5c6c19420001438d19,6723c21a33a95843419528f5,APPROVED,Not Applicable,2024-10-31T17:45:05Z,2024-10-31T17:47:17Z,2024-11-01T02:24:21Z,2024-10-31T17:48:31Z,132,COHS0MZY,5630,English,Democrat,48,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2291,event-cloze,45,Daily,NA,NE,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,64415cccab771017a37d3d93,6723ca18f52246658e10543f,APPROVED,Not Applicable,2024-10-31T18:19:08Z,2024-10-31T18:20:42Z,2024-11-01T02:24:12Z,2024-10-31T18:21:45Z,95,COHS0MZY,4097,English,Democrat,45,Male,White,United States,United States,United States,English,No,Full-Time
2060,spr-event,33,NA,NA,CT,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Independent,6548fabf4be86c20a6760275,6723c6a81c617d08a98dea3b,APPROVED,Not Applicable,2024-10-31T18:04:29Z,2024-10-31T18:05:49Z,2024-11-01T02:27:10Z,2024-10-31T18:07:53Z,81,COHS0MZY,2111,"Chinese, English, French",Independent,33,Female,Mixed,Canada,United States,United States,English,No,DATA_EXPIRED
2263,spr-event,30,Daily,NA,VA,Female,I'd rather not say,Yes,Yes,4-year college degree,Yes,Independent,6671d56daa99a8dd48996d20,6723c9af089b34e68da0fcd8,APPROVED,Not Applicable,2024-10-31T18:17:24Z,2024-10-31T18:18:52Z,2024-11-01T02:27:14Z,2024-10-31T18:21:20Z,88,COHS0MZY,394,English,Independent,30,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1590,cloze-event,38,NA,NA,NA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,5cc8039e3ef93000171c96b8,6723bdc7de12f4d7d9f68345,APPROVED,Not Applicable,2024-10-31T17:26:37Z,2024-10-31T17:27:59Z,2024-11-01T02:20:45Z,2024-10-31T17:28:03Z,83,COHS0MZY,5055,English,Independent,38,Male,White,United States,United States,United States,English,No,Part-Time
1759,maze-event,26,NA,NA,OH,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,660db6a4d1f524ad6016bda5,6723c1d42dc980e9f315af57,APPROVED,Not Applicable,2024-10-31T17:43:55Z,2024-10-31T17:46:53Z,2024-11-01T02:29:21Z,2024-10-31T17:48:26Z,179,COHS0MZY,601,English,Democrat,26,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
2787,cloze-event,57,Daily,NA,CO,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,5588b04ffdf99b7a91e75ddb,6723d7411a22d73cf1f9ec9e,APPROVED,Not Applicable,2024-10-31T19:15:26Z,2024-10-31T19:18:11Z,2024-11-01T02:25:37Z,2024-10-31T19:18:16Z,165,COHS0MZY,5657,English,Democrat,57,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1634,spr-event,62,NA,NA,DE,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,655a395e2828d333bae0ea4b,6723be9bb713a70cae15ab4e,APPROVED,Not Applicable,2024-10-31T17:31:44Z,2024-10-31T17:33:36Z,2024-11-01T02:25:52Z,2024-10-31T17:35:05Z,112,COHS0MZY,2805,English,Independent,62,Male,White,United States,United States,United States,English,No,Full-Time
1687,cloze-event,37,NA,NA,ME,Male,Donald Trump,Yes,Yes,Some college,Yes,Independent,5a21193ba7788f000144a906,6723bffb2fc5f98c3882b618,APPROVED,Not Applicable,2024-10-31T17:36:05Z,2024-10-31T17:38:00Z,2024-11-01T02:20:50Z,2024-10-31T17:38:04Z,116,COHS0MZY,254,English,Independent,37,Male,White,United States,United States,United States,English,No,Full-Time
1961,maze-event,52,NA,NA,CA,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,660452d6f4aa3a41d687885b,6723c55b6d1703839ba6e293,APPROVED,Not Applicable,2024-10-31T17:58:58Z,2024-10-31T18:01:30Z,2024-11-01T02:24:31Z,2024-10-31T18:01:33Z,153,COHS0MZY,1197,"English, German, Korean",Democrat,52,Female,Asian,Korea,United States,United States,English,No,Part-Time
1662,event-cloze,47,NA,NA,OH,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,66d9b6042ad7fd7890e06ae5,6723bf8cae76ba468c42d812,APPROVED,Not Applicable,2024-10-31T17:34:08Z,2024-10-31T17:36:10Z,2024-11-01T02:29:44Z,2024-10-31T17:37:27Z,123,COHS0MZY,309,English,Republican,47,Female,White,United States,United States,United States,English,No,Part-Time
1679,maze-event,29,NA,NA,NA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,670fe2bebfbaefccb42e7aaa,6723bfe413d3395931ec4cee,APPROVED,Not Applicable,2024-10-31T17:35:49Z,2024-10-31T17:37:50Z,2024-11-01T02:26:32Z,2024-10-31T17:37:51Z,122,COHS0MZY,124,English,Independent,29,Male,Other,United States,United States,United States,English,Yes,Unemployed (and job seeking)
1918,maze-event,33,NA,NA,CA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,584626b7e0ba710001a47438,6723c4dccbb3e786f30b27d6,APPROVED,Not Applicable,2024-10-31T17:56:53Z,2024-10-31T18:01:31Z,2024-11-01T02:26:39Z,2024-10-31T18:01:32Z,278,COHS0MZY,3311,English,Independent,33,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
1935,event-spr,33,NA,NA,UT,Female,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,671cc9c7926c81aacc7cfe76,6723c51325fae6caea5aa8e1,APPROVED,Not Applicable,2024-10-31T17:57:46Z,2024-10-31T17:59:46Z,2024-11-01T02:25:27Z,2024-10-31T18:01:07Z,121,COHS0MZY,37,English,Republican,33,Female,White,United States,United States,United States,English,No,Part-Time
