workerid,condition,age,news,intro,state,gender,prefer,citizen,english,education,residence,political_aff,prolific_id,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,U.s. political affiliation,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
2090,maze-event,449,NA,NA,TX,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,66d6291becdb6fe3de953ac5,6723c6f875aa5e7d34378a81,APPROVED,Not Applicable,2024-10-31T18:05:52Z,2024-10-31T18:09:15Z,2024-11-01T02:22:27Z,2024-10-31T18:10:27Z,203,COHS0MZY,272,English,Independent,49,Male,White,United States,United States,United States,English,No,Full-Time
1465,spr-event,58,NA,NA,FL,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Republican,610c54c190d4d2399972b294,6723b594f004999d0def3ad4,APPROVED,Not Applicable,2024-10-31T16:51:37Z,2024-10-31T16:53:22Z,2024-11-01T02:20:07Z,2024-10-31T16:53:23Z,106,COHS0MZY,7478,"English, Turkish",Republican,58,Male,White,Turkey,United States,United States,Turkish,No,Unemployed (and job seeking)
2728,maze-event,71,Daily,NA,KY,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,5add6b6aeb60400001536f2c,6723d3b5535553cbadccc1a7,APPROVED,Not Applicable,2024-10-31T19:00:10Z,2024-10-31T19:04:52Z,2024-11-01T02:19:54Z,2024-10-31T19:05:17Z,283,COHS0MZY,6896,English,Democrat,71,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2476,maze-event,51,Daily,NA,PA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,61bb396b40db417c1a138e43,6723cce6fb8aa050c5a3d0f5,APPROVED,Not Applicable,2024-10-31T18:31:06Z,2024-10-31T18:39:59Z,2024-11-01T02:28:28Z,2024-10-31T18:40:57Z,533,COHS0MZY,6922,English,Independent,51,Female,White,United States,United States,United States,English,No,Full-Time
1423,cloze-event,39,NA,NA,FL,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,5b9bca2b948c2c0001fb01e0,6723b1a1d74a085a32b4a566,APPROVED,Not Applicable,2024-10-31T16:34:48Z,2024-10-31T16:36:00Z,2024-11-01T02:23:14Z,2024-10-31T16:37:27Z,73,COHS0MZY,5446,English,Democrat,39,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
2785,maze-event,65,Daily,NA,OH,Male,I'd rather not say,Yes,Yes,4-year college degree,Yes,Independent,6668a638ee51b4f1656862e8,6723d726c1a87fea696b2f4c,APPROVED,Not Applicable,2024-10-31T19:14:54Z,2024-10-31T19:19:18Z,2024-11-01T02:26:13Z,2024-10-31T19:19:25Z,264,COHS0MZY,778,English,Independent,65,Male,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1595,cloze-event,32,NA,NA,FL,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,65c119776823d23787ac61b9,6723bddcbc9bba005f801090,APPROVED,Not Applicable,2024-10-31T17:26:59Z,2024-10-31T17:29:28Z,2024-11-01T02:25:22Z,2024-10-31T17:29:31Z,150,COHS0MZY,666,English,Republican,32,Female,Black,United States,United States,United States,English,No,Full-Time
1468,event-spr,24,NA,NA,AR,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,6106dff95e2948f146c25d10,6723b5bcf919907c3317a961,APPROVED,Not Applicable,2024-10-31T16:52:23Z,2024-10-31T16:53:46Z,2024-11-01T02:28:13Z,2024-10-31T16:53:47Z,83,COHS0MZY,4377,English,Republican,24,Female,White,United States,United States,United States,English,Yes,Part-Time
2073,event-cloze,64,NA,NA,FL,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Independent,6503144f9a10397111eb3eb9,6723c6cd711d8d6151d12e67,APPROVED,Not Applicable,2024-10-31T18:05:09Z,2024-10-31T18:07:57Z,2024-11-01T02:26:03Z,2024-10-31T18:08:26Z,169,COHS0MZY,2788,English,Independent,64,Male,White,United States,United States,United States,English,No,Full-Time
1757,event-spr,29,NA,NA,NC,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,666cad20b467bfec0cc373a9,6723c1d4714ab76607104137,APPROVED,Not Applicable,2024-10-31T17:43:53Z,2024-10-31T17:45:34Z,2024-11-01T02:27:02Z,2024-10-31T17:47:10Z,101,COHS0MZY,681,English,Independent,29,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2029,spr-event,58,NA,NA,MD,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,65b6bb9487ad05cb475fbba5,6723c6229dfc4241e87064cf,APPROVED,Not Applicable,2024-10-31T18:02:17Z,2024-10-31T18:05:00Z,2024-11-01T02:17:32Z,2024-10-31T18:07:33Z,164,COHS0MZY,1710,English,Republican,58,Female,White,United States,United States,United States,English,No,Part-Time
1712,spr-event,44,NA,NA,MD,Male,Kamala Harris,Yes,No,Professional degree,Yes,Independent,6679fce572cc2e7049c02f63,6723c0cc74650d77210186c1,APPROVED,Not Applicable,2024-10-31T17:39:31Z,2024-10-31T17:42:42Z,2024-11-01T02:20:53Z,2024-10-31T17:45:29Z,192,COHS0MZY,606,English,Independent,44,Male,Asian,United States,United States,United States,Malayalam,No,Full-Time
2102,event-cloze,41,NA,NA,WI,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,5c0ea3b7481b47000182320a,6723c6a9de00804f6ca0cc64,APPROVED,Not Applicable,2024-10-31T18:05:18Z,2024-10-31T18:17:19Z,2024-11-01T02:21:46Z,2024-10-31T18:19:44Z,721,COHS0MZY,944,English,Independent,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2500,maze-event,29,Daily,NA,GU,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,5ddb5ed4a64380abb2907440,6723cd339033a2fdcf2803fd,APPROVED,Not Applicable,2024-10-31T18:32:24Z,2024-10-31T18:35:00Z,2024-11-01T02:27:21Z,2024-10-31T18:35:02Z,156,COHS0MZY,2055,English,Republican,29,Female,Black,United States,United States,United States,English,Yes,Full-Time
2965,event-spr,60,Daily,NA,IL,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,647ac61038145315017a60ae,672402e9a7af6981f62c08fe,APPROVED,Not Applicable,2024-10-31T22:21:34Z,2024-10-31T22:24:54Z,2024-11-01T02:30:24Z,2024-10-31T22:26:31Z,201,COHS0MZY,1302,English,Republican,60,Male,White,United States,United States,United States,English,No,Full-Time
2815,event-cloze,58,Daily,NA,TX,Female,Donald Trump,Yes,Yes,Professional degree,Yes,Republican,65d942ce4ea2fe978c283416,6723d9bad63f1f0951c48619,APPROVED,Not Applicable,2024-10-31T19:26:09Z,2024-10-31T19:27:30Z,2024-11-01T02:18:26Z,2024-10-31T19:27:31Z,82,COHS0MZY,1631,"English, French",Republican,58,Female,White,United States,United States,United States,English,No,Full-Time
1493,spr-event,55,NA,NA,AL,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,638144b112820e51c06fb151,6723b7bc2e6e89f444291621,APPROVED,Not Applicable,2024-10-31T17:00:51Z,2024-10-31T17:02:42Z,2024-11-01T02:31:05Z,2024-10-31T17:04:41Z,111,COHS0MZY,917,English,Democrat,55,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
1901,spr-event,53,NA,NA,CT,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,64947980de05e8ce37b3bc98,6723c47b027ced186503bf40,APPROVED,Not Applicable,2024-10-31T17:55:15Z,2024-10-31T17:57:12Z,2024-11-01T02:22:24Z,2024-10-31T18:00:35Z,117,COHS0MZY,3723,English,Independent,53,Male,White,United States,United States,United States,English,No,Part-Time
2668,event-spr,71,Daily,NA,MA,Male,Kamala Harris,Yes,No,Professional degree,Yes,Democrat,62c55056993f53f1e8cf8e30,6723d18dbcd4b3fad300545b,APPROVED,Not Applicable,2024-10-31T18:50:57Z,2024-10-31T18:53:06Z,2024-11-01T02:31:26Z,2024-10-31T18:53:08Z,130,COHS0MZY,2696,English,Democrat,71,Male,Asian,United States,United States,United States,Chinese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1728,event-spr,44,NA,NA,MI,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,66d1d8685e4434647ba99bd6,6723c12500913ea788c2fa94,APPROVED,Not Applicable,2024-10-31T17:41:12Z,2024-10-31T17:43:58Z,2024-11-01T02:23:26Z,2024-10-31T17:46:15Z,167,COHS0MZY,395,English,Democrat,44,Male,White,United Kingdom,United States,United States,English,No,Unemployed (and job seeking)
2547,maze-event,24,Monthly,NA,NJ,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,66a666619535a4cadfb15bb7,6723ce0aa540faacfa149c5c,APPROVED,Not Applicable,2024-10-31T18:35:54Z,2024-10-31T18:41:51Z,2024-11-01T02:28:10Z,2024-10-31T18:41:52Z,358,COHS0MZY,593,English,Republican,24,Male,Mixed,Ghana,United States,United States,English,Yes,Part-Time
1582,event-spr,56,NA,NA,OH,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,5758a78d768081000631a322,6723bd62a883672760f9be87,APPROVED,Not Applicable,2024-10-31T17:25:00Z,2024-10-31T17:26:47Z,2024-11-01T02:17:24Z,2024-10-31T17:26:49Z,108,COHS0MZY,5937,English,Republican,56,Female,White,United States,United States,United States,English,No,Part-Time
1430,cloze-event,34,NA,NA,IL,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5a79f14a8fe2dc00010593eb,6723b2420bf9935b580eea4f,APPROVED,Not Applicable,2024-10-31T16:37:27Z,2024-10-31T16:38:28Z,2024-11-01T02:30:00Z,2024-10-31T16:38:38Z,61,COHS0MZY,6489,English,Democrat,34,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
1534,event-cloze,18,NA,NA,TX,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,67052d3a3e3bc29d87bd1793,6723bb26d55d81c115b4cd48,APPROVED,Not Applicable,2024-10-31T17:15:24Z,2024-10-31T17:16:36Z,2024-11-01T02:28:33Z,2024-10-31T17:16:38Z,72,COHS0MZY,134,English,Independent,18,Male,Black,United States,United States,United States,English,No,Part-Time
2059,event-spr,37,NA,NA,MA,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,66469ef793a8127e49ca1992,6723c6a32e660d339521a87c,APPROVED,Not Applicable,2024-10-31T18:04:24Z,2024-10-31T18:06:02Z,2024-11-01T02:21:45Z,2024-10-31T18:07:59Z,99,COHS0MZY,919,English,Independent,37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1957,cloze-event,55,NA,NA,FL,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,633e327052bcc8b44d6e0d2c,6723c542c16ffebdae577dfb,APPROVED,Not Applicable,2024-10-31T17:58:33Z,2024-10-31T18:01:08Z,2024-11-01T02:31:13Z,2024-10-31T18:01:26Z,156,COHS0MZY,5462,English,Democrat,55,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
1625,cloze-event,62,NA,NA,TX,Female,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,60fab1b96bd45f60d1b053dc,6723bec6ec0c98a1ff8de69b,APPROVED,Not Applicable,2024-10-31T17:30:52Z,2024-10-31T17:32:11Z,2024-11-01T02:30:32Z,2024-10-31T17:34:34Z,79,COHS0MZY,6559,English,Independent,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2344,event-maze,61,Daily,NA,TX,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,65a8700c0279e6d71af87a3e,6723cad46f37b9a776629071,APPROVED,Not Applicable,2024-10-31T18:22:17Z,2024-10-31T18:25:47Z,2024-11-01T02:19:25Z,2024-10-31T18:25:51Z,210,COHS0MZY,490,English,Democrat,61,Female,Other,United States,United States,United States,English,No,Part-Time
2343,event-cloze,43,Daily,NA,NC,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,6633e68c74f4d23c9ccb9c9a,6723cad1894cbd58ec2d67e6,APPROVED,Not Applicable,2024-10-31T18:22:16Z,2024-10-31T18:25:04Z,2024-11-01T02:21:59Z,2024-10-31T18:25:06Z,168,COHS0MZY,748,English,Independent,43,Female,White,United States,United States,United States,English,No,Part-Time
1549,cloze-event,65,NA,NA,WA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,671bc9629f941cfef96fd301,6723bbcf18d0dd23dc8bdb2a,APPROVED,Not Applicable,2024-10-31T17:18:40Z,2024-10-31T17:26:27Z,2024-11-01T02:31:06Z,2024-10-31T17:26:29Z,467,COHS0MZY,30,English,Democrat,65,Male,Black,DATA_EXPIRED,United States,United States,English,No,Full-Time
1417,spr-event,35,NA,NA,AL,Male,Donald Trump,Yes,Yes,Some college,Yes,Republican,665d8b6b243c7516661094f9,6723b0fbe4218effb004fa15,APPROVED,Not Applicable,2024-10-31T16:32:16Z,2024-10-31T16:41:04Z,2024-11-01T02:27:37Z,2024-10-31T16:41:05Z,528,COHS0MZY,222,English,Republican,35,Male,White,United States,United States,United States,English,No,Full-Time
1801,spr-event,33,NA,NA,LA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,663e3c1efdf78c3a922c9d5b,6723c29c894cbd58ec2d65a1,APPROVED,Not Applicable,2024-10-31T17:47:15Z,2024-10-31T17:49:25Z,2024-11-01T02:26:35Z,2024-10-31T17:49:29Z,131,COHS0MZY,12,English,Independent,33,Male,Black,United States,United States,United States,English,Yes,Full-Time
1396,maze-event,35,NA,NA,MI,Male,I don't care,Yes,Yes,2-year college degree,Yes,Independent,661ee735d1619c1f872b98f6,6723ae0acf46864ceeb3d93c,APPROVED,Not Applicable,2024-10-31T16:19:29Z,2024-10-31T16:22:00Z,2024-11-01T02:23:13Z,2024-10-31T16:22:01Z,151,COHS0MZY,573,English,Democrat,35,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1798,event-cloze,43,NA,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,6637c22416833cde27f2923e,6723c28e8c9be29aa231b242,APPROVED,Not Applicable,2024-10-31T17:46:58Z,2024-10-31T17:48:22Z,2024-11-01T02:23:30Z,2024-10-31T17:48:47Z,85,COHS0MZY,658,English,Democrat,43,Male,Asian,United States,United States,United States,English,No,Full-Time
2565,spr-event,25,Daily,NA,TX,Female,Donald Trump,Yes,Yes,2-year college degree,Yes,Independent,6720fb90f91b9de73744216f,6723ce5a6cee4b3b4afea115,APPROVED,Not Applicable,2024-10-31T18:37:22Z,2024-10-31T18:39:52Z,2024-11-01T02:20:32Z,2024-10-31T18:40:56Z,150,NOCODE,38,English,Independent,25,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1789,spr-event,51,NA,NA,KS,Male,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,603d4b59302d07a6d9043acc,6723c24ceba73535802d6569,APPROVED,Not Applicable,2024-10-31T17:46:20Z,2024-10-31T17:49:28Z,2024-11-01T02:23:55Z,2024-10-31T17:49:30Z,188,COHS0MZY,2681,English,Democrat,51,Male,Mixed,United States,United States,United States,English,No,Part-Time
2168,event-cloze,21,NA,NA,MO,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,67220a9953232d8b87abfefe,6723c82dd16d3827241ecb93,APPROVED,Not Applicable,2024-10-31T18:10:59Z,2024-10-31T18:12:46Z,2024-11-01T02:27:32Z,2024-10-31T18:12:48Z,108,COHS0MZY,28,"French, English",Democrat,21,Female,White,United States,United States,United States,English,Yes,Full-Time
1907,spr-event,66,NA,NA,NC,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,64527892acde0fbd392a41d6,6723c4a12dc980e9f315b020,APPROVED,Not Applicable,2024-10-31T17:55:52Z,2024-10-31T17:58:06Z,2024-11-01T02:19:00Z,2024-10-31T18:00:47Z,134,COHS0MZY,4056,English,Democrat,66,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2710,cloze-event,71,Daily,NA,NC,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,663a8a591f436a85bb4d90c2,6723d2ffc9a0ba41c59bc05e,APPROVED,Not Applicable,2024-10-31T18:57:13Z,2024-10-31T18:59:20Z,2024-11-01T02:19:49Z,2024-10-31T18:59:21Z,127,COHS0MZY,665,English,Democrat,71,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2129,event-spr,36,NA,NA,FL,Female,I'd rather not say,Yes,Yes,4-year college degree,Yes,Democrat,6643ac8b5817fd2a43298619,6723c76b6d128282b27372ac,APPROVED,Not Applicable,2024-10-31T18:08:10Z,2024-10-31T18:09:52Z,2024-11-01T02:23:52Z,2024-10-31T18:11:19Z,102,COHS0MZY,1015,English,Democrat,36,Female,White,United States,United States,United States,English,No,Full-Time
2632,cloze-event,20,Daily,NA,OK,Male,Kamala Harris,Yes,Yes,High school graduate,Yes,Independent,631ab79e8635a1df26319958,6723d03162534ab5fed31977,APPROVED,Not Applicable,2024-10-31T18:45:12Z,2024-10-31T18:46:54Z,2024-11-01T02:28:42Z,2024-10-31T18:48:11Z,102,COHS0MZY,3978,English,Independent,20,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1589,spr-event,47,NA,NA,SD,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,56207820ed6e5a0005c7ef19,6723bdb8c16ffebdae577c29,APPROVED,Not Applicable,2024-10-31T17:26:29Z,2024-10-31T17:30:25Z,2024-11-01T02:22:15Z,2024-10-31T17:30:30Z,237,COHS0MZY,280,English,Independent,47,Male,White,United States,United States,United States,English,No,Full-Time
1823,cloze-event,33,NA,NA,SC,Female,I don't care,Yes,Yes,2-year college degree,Yes,Independent,5f2058f49ba2a80e803b2614,6723c3118fc9cf525ec4269d,APPROVED,Not Applicable,2024-10-31T17:49:11Z,2024-10-31T17:52:38Z,2024-11-01T02:27:03Z,2024-10-31T17:52:40Z,208,COHS0MZY,1815,English,Independent,33,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2149,event-spr,32,NA,NA,CO,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,670d96cffc851ab9f31d56a4,6723c7d8a48d8415e1628072,APPROVED,Not Applicable,2024-10-31T18:09:33Z,2024-10-31T18:11:10Z,2024-11-01T02:27:12Z,2024-10-31T18:11:52Z,97,COHS0MZY,133,English,Independent,33,Female,White,United States,United States,United States,English,No,Full-Time
2354,event-cloze,39,Daily,NA,NY,Female,NA,Yes,No,Professional degree,Yes,NA,666b44ed662a3864dc13b118,6723cadb371825fc24cb7675,APPROVED,Not Applicable,2024-10-31T18:22:27Z,2024-10-31T18:26:56Z,2024-11-01T02:28:00Z,2024-10-31T18:27:23Z,269,COHS0MZY,700,"English, Polish",Republican,39,Female,White,Poland,United States,United States,Polish,No,Full-Time
2790,maze-event,57,Weekly,NA,VA,Female,Kamala Harris,Yes,Yes,Some college,Yes,Independent,65c11c5251627889612424ba,6723d79cd48b02b492b4cd04,APPROVED,Not Applicable,2024-10-31T19:16:50Z,2024-10-31T19:20:26Z,2024-11-01T02:30:53Z,2024-10-31T19:22:40Z,216,COHS0MZY,1288,English,Independent,57,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2749,spr-event,64,Daily,NA,SC,Female,Kamala Harris,Yes,Yes,2-year college degree,Yes,Democrat,59894fbbda239a0001fb8e16,6723d461062fb2f9b70c6cba,APPROVED,Not Applicable,2024-10-31T19:03:27Z,2024-10-31T19:05:51Z,2024-11-01T02:20:04Z,2024-10-31T19:05:52Z,144,COHS0MZY,6105,English,Democrat,64,Female,White,United States,United States,United States,English,No,Part-Time
2885,cloze-event,66,Daily,NA,KY,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,66b75d263e993100952a197e,6723e157c1661ed91b655bfd,APPROVED,Not Applicable,2024-10-31T19:58:25Z,2024-10-31T20:02:33Z,2024-11-01T02:26:21Z,2024-10-31T20:02:40Z,249,COHS0MZY,326,English,Independent,66,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1806,cloze-event,21,NA,NA,IL,Male,Donald Trump,Yes,Yes,High school graduate,Yes,Independent,663a5c3ef84d9c74ea3c07a1,6723c2a7925cb02a5bf02158,APPROVED,Not Applicable,2024-10-31T17:47:30Z,2024-10-31T17:49:11Z,2024-11-01T02:28:38Z,2024-10-31T17:49:12Z,101,COHS0MZY,801,English,Independent,21,Male,Asian,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2865,cloze-event,23,Daily,NA,MO,Non-binary,Kamala Harris,Yes,Yes,Some college,Yes,Other,5edd9c900d7fc4ac81863e5a,6723df2b6b337c9bb5d00995,APPROVED,Not Applicable,2024-10-31T19:49:02Z,2024-10-31T19:51:28Z,2024-11-01T02:28:51Z,2024-10-31T19:51:29Z,146,COHS0MZY,415,English,Independent,23,Male,White,United States,United States,United States,English,No,Part-Time
1457,spr-event,35,NA,NA,CA,Male,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,663aba8df8839918efccb2cb,6723b49c9e8bb8e6b1543157,APPROVED,Not Applicable,2024-10-31T16:47:34Z,2024-10-31T16:48:54Z,2024-11-01T02:23:15Z,2024-10-31T16:49:14Z,80,COHS0MZY,924,English,Democrat,35,Male,Asian,United States,United States,United States,English,No,Full-Time
1571,maze-event,25,NA,NA,IN,Non-binary,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5e8a5f27f35994098ee9a4aa,6723bcfb06de8ba6340b6fad,APPROVED,Not Applicable,2024-10-31T17:23:14Z,2024-10-31T17:28:59Z,2024-11-01T02:23:02Z,2024-10-31T17:29:01Z,345,COHS0MZY,1677,"English, Spanish",Democrat,25,Female,White,United States,United States,United States,English,Yes,Full-Time
1573,maze-event,21,NA,NA,VI,Male,Donald Trump,Yes,Yes,Professional degree,Yes,Independent,670d2a1373e227c0a1817767,6723bcdcd16d3827241ec89e,APPROVED,Not Applicable,2024-10-31T17:23:46Z,2024-10-31T17:27:18Z,2024-11-01T02:28:34Z,2024-10-31T17:27:18Z,212,COHS0MZY,83,English,Independent,21,Male,White,United States,United States,United States,English,No,Full-Time
1685,spr-event,28,NA,NA,CA,Male,Kamala Harris,Yes,Yes,Some college,Yes,Independent,6639768649728b5b7fb8bfaf,6723bfc834da3ba9709528dc,APPROVED,Not Applicable,2024-10-31T17:36:41Z,2024-10-31T17:39:55Z,2024-11-01T02:26:32Z,2024-10-31T17:39:57Z,194,COHS0MZY,474,English,Independent,28,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
2170,spr-event,50,NA,NA,CA,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Independent,60d2cf988de167c9da56eeb0,6723c834f4d3c8d3374cdf55,APPROVED,Not Applicable,2024-10-31T18:11:07Z,2024-10-31T18:13:31Z,2024-11-01T02:22:35Z,2024-10-31T18:13:33Z,144,COHS0MZY,7453,English,Independent,50,Male,White,United States,United States,United States,English,No,Full-Time
2862,spr-event,63,Daily,NA,FL,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,642ee1cb7e6da0f6158a6743,6723deb0d48b02b492b4ce9d,APPROVED,Not Applicable,2024-10-31T19:47:01Z,2024-10-31T19:49:13Z,2024-11-01T02:25:44Z,2024-10-31T19:49:14Z,132,COHS0MZY,3244,English,Democrat,63,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2669,cloze-event,56,Daily,NA,TX,Female,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,6604756a4b9609b721a433dc,6723d1a2b8a21faf16a19def,APPROVED,Not Applicable,2024-10-31T18:51:19Z,2024-10-31T18:52:38Z,2024-11-01T02:30:47Z,2024-10-31T18:52:39Z,80,COHS0MZY,270,English,Independent,56,Female,Other,United States,United States,United States,English,No,Full-Time
2077,maze-event,52,NA,NA,MO,Female,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,6600d2e11af0575f95dd2364,6723c601b76ae61cedc8bf26,APPROVED,Not Applicable,2024-10-31T18:05:16Z,2024-10-31T18:09:50Z,2024-11-01T02:29:47Z,2024-10-31T18:11:19Z,275,COHS0MZY,534,English,Republican,52,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1967,maze-event,24,NA,NA,KY,Male,Kamala Harris,Yes,Yes,Some college,Yes,Democrat,663a5d3e48441f253cc57071,6723c5655ebad7277ff02d31,APPROVED,Not Applicable,2024-10-31T17:59:19Z,2024-10-31T18:01:59Z,2024-11-01T02:24:40Z,2024-10-31T18:02:02Z,161,COHS0MZY,672,English,Democrat,24,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
1822,event-spr,44,NA,NA,CA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Independent,595bdc5b57e9520001f78eef,6723c30da1c12e19f3142f31,APPROVED,Not Applicable,2024-10-31T17:49:07Z,2024-10-31T17:51:22Z,2024-11-01T02:20:58Z,2024-10-31T17:51:23Z,135,COHS0MZY,4629,"English, Chinese",Independent,44,Male,Asian,United States,United States,United States,English,No,Full-Time
1559,maze-event,34,NA,NA,AR,Male,Kamala Harris,Yes,Yes,4-year college degree,Yes,Democrat,5e29cc3230cf9d03580c34bf,6723bc8b1422cc6b6803be43,APPROVED,Not Applicable,2024-10-31T17:21:25Z,2024-10-31T17:23:44Z,2024-11-01T02:29:17Z,2024-10-31T17:25:01Z,140,COHS0MZY,2767,English,Democrat,34,Male,White,United States,United States,United States,English,No,Full-Time
2701,cloze-event,58,Daily,NA,NC,Female,Kamala Harris,Yes,Yes,Professional degree,Yes,Democrat,567dd32b4f0ef30006dbb718,6723d2ab414583e9f59651eb,APPROVED,Not Applicable,2024-10-31T18:55:47Z,2024-10-31T19:00:18Z,2024-11-01T02:19:49Z,2024-10-31T19:00:49Z,272,COHS0MZY,10224,English,Democrat,58,Female,Black,United States,United States,United States,English,No,Full-Time
2111,cloze-event,44,NA,NA,OH,Female,Donald Trump,Yes,Yes,Some college,Yes,Republican,5f0cc2ab16b21216d946574c,6723c74cf0fc8255c8925d58,APPROVED,Not Applicable,2024-10-31T18:07:15Z,2024-10-31T18:08:31Z,2024-11-01T02:27:58Z,2024-10-31T18:08:32Z,76,COHS0MZY,644,English,Republican,44,Female,White,United States,United States,United States,English,No,Part-Time
2678,maze-event,77,Daily,NA,CA,Female,Kamala Harris,Yes,Yes,4-year college degree,Yes,Republican,65c6c2ba75830293a68fe774,6723d1ea711d8d6151d132df,APPROVED,Not Applicable,2024-10-31T18:52:31Z,2024-10-31T18:57:22Z,2024-11-01T02:18:15Z,2024-10-31T18:57:24Z,292,COHS0MZY,1334,English,Republican,77,Female,White,United States,United States,United States,English,No,Other
2245,cloze-event,50,NA,NA,PA,Male,Donald Trump,Yes,Yes,4-year college degree,Yes,Republican,656cc280a90fb5fecc2b3031,6723c957e3bfb1a0653829e7,APPROVED,Not Applicable,2024-10-31T18:16:02Z,2024-10-31T18:19:37Z,2024-11-01T02:29:33Z,2024-10-31T18:21:37Z,215,COHS0MZY,1194,English,Republican,50,Male,Black,Ghana,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
